track_id	134_track_name_YFA	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	pop	rap	rock	latin
1ABQYz6PtpVzq6yiJyRkI0	Forget you	Skyverse	18	1ABQYz6PtpVzq6yiJyRkI0	Forget you	2019-10-18	The Edge of Indie Poptimism	1ABQYz6PtpVzq6yiJyRkI0	0.276_0.499	1	-6.017	1	0.0315	0.842	0.311	0.194	0.0438	117.597	2e+05	indie poptimism	NA	NA	NA
1a9Tl20toSd2uVJlA45lGe	Caffeine	Funi	32	1a9Tl20toSd2uVJlA45lGe	IDM EP	2019-12-06	The Edge of Indie Poptimism	1a9Tl20toSd2uVJlA45lGe	0.535_0.866	10	-6.434	0	0.0556	0.0156	0.835	0.115	0.0359	120.016	236000	indie poptimism	NA	NA	NA
2IROkA9gwDeblCyaf7aBGH	atlantis	RUFUS	37	2IROkA9gwDeblCyaf7aBGH	atlantis	2019-11-20	The Edge of Indie Poptimism	2IROkA9gwDeblCyaf7aBGH	0.3_0.36	1	-9.111	1	0.0319	0.455	0.000145	0.194	0.145	180.403	160500	indie poptimism	NA	NA	NA
7pWweQxIFyIV7OGkJZLyib	Break The Sky	Dust of Apollon	29	7pWweQxIFyIV7OGkJZLyib	Break The Sky	2020-01-13	The Edge of Indie Poptimism	7pWweQxIFyIV7OGkJZLyib	0.319_0.536	0	-5.857	1	0.0478	0.376	0.269	0.408	0.223	75.984	190120	indie poptimism	NA	NA	NA
7nnpU2iHbi2k23GNPJMKUM	far away from here	yaeow	21	7nnpU2iHbi2k23GNPJMKUM	far away from here	2020-01-01	The Edge of Indie Poptimism	7nnpU2iHbi2k23GNPJMKUM	0.663_0.237	10	-15.844	0v	0.0506	0.892	0.304	0.0788	0.236	74.97	132800	indie poptimism	NA	NA	NA
4Y36xj2AyVRguhrGB1Linl	Best Shoes	Casey Conroy	29	4Y36xj2AyVRguhrGB1Linl	Best Shoes	2020-01-10	The Edge of Indie Poptimism	4Y36xj2AyVRguhrGB1Linl	0.745_0.299	6	-7.64	1	0.0354	0.674	5.6462228392018	0.291	0.306	94.95	218972	indie poptimism	NA	NA	NA
1WGimYNx7U5q68rL0nnEAF	Whispers	Ella Renn	32	1WGimYNx7U5q68rL0nnEAF	Whispers	2019-10-18	The Edge of Indie Poptimism	1WGimYNx7U5q68rL0nnEAF	0.762_0.53	9	-7.163	0	0.0501	0.348	2.4e-05	0.0985	0.323	129.989	162605	indie poptimism	NA	NA	NA
6E37j4b44JGpdk297urpKM	like that	Bea Miller	73	6E37j4b44JGpdk297urpKM	aurora	2018-02-23	Indie Poptimism	6E37j4b44JGpdk297urpKM	0.573_0.441	6	-5.799	0	0.0758	0.186	0	0.61	0.389	61.657	185547	indie poptimism	NA	NA	NA
2sXCQPtgvMEDu9m1tlQInQ	Thank Me Later	Anna of the North	54	2sXCQPtgvMEDu9m1tlQInQ	Dream Girl	2019-10-25	Indie Poptimism	2sXCQPtgvMEDu9m1tlQInQ	0.755_0.496	2	-7.412	1	0.0787	0.197	8.73703768190462	0.338	0.718	76.528	204240	indie poptimism	NA	NA	NA
7hdApflRI6aGuwfabUZCu6	Your Car	Alexx Mack	17	7hdApflRI6aGuwfabUZCu6	Your Car	2017-11-10	Indie Poptimism	7hdApflRI6aGuwfabUZCu6	0.559_0.642	9	-9.127	1	0.103	0.0251	2.91e-06	0.266	0.203	100.083	226000	indie poptimism	NA	NA	NA
71nvXPQMmYflxqil6Q9ehh	Oceans	Coasts	42	71nvXPQMmYflxqil6Q9ehh	Coasts	23.4-09-04	Indie Poptimism	71nvXPQMmYflxqil6Q9ehh	0.52_0.845	9	-4.567	1v	0.0467	0.00163	0	0.311	0.537	127.709	222768	indie poptimism	NA	NA	NA
6bLU8e0LGyztE9iD5DWBQ1	Hallucinogenics	Matt Maeson	66	6bLU8e0LGyztE9iD5DWBQ1	Bank On The Funeral	2019-04-05	Indie Poptimism	6bLU8e0LGyztE9iD5DWBQ1	0.549_0.653	0	-7.47	1	0.0503	0.457	0	0.0969	0.287	121.348	187173	indie poptimism	NA	NA	NA
2rtojZgpeM6CdfCxv4IIeV	Blame	Skylar Stecker	21	2rtojZgpeM6CdfCxv4IIeV	Blame	2017-10-27	Indie Poptimism	2rtojZgpeM6CdfCxv4IIeV	0.752_0.739	3	-3.761	0	0.0607	0.185	0	0.0982	0.652	104.937	172457	indie poptimism	NA	NA	NA
6aAwVy5Hzf44HaXlG6INFO	Wishing Wells	The Colourist	39	6aAwVy5Hzf44HaXlG6INFO	The Colourist	2014-01-01	Indie Poptimism	6aAwVy5Hzf44HaXlG6INFO	0.538_0.925	0	-4.62	1v	0.0631	0.00249	2.50206908842083	0.11	0.397	135.025	257880	indie poptimism	NA	NA	NA
2mK3ZMiwScXhErO7CSM2X6	Catch	Dresses	29	2mK3ZMiwScXhErO7CSM2X6	Catch	23.4-08-21	Indie Poptimism	2mK3ZMiwScXhErO7CSM2X6	0.818_0.574	10	-7.192	1	0.0476	0.29	0	0.0875	0.869	120.027	231121	indie poptimism	NA	NA	NA
0QKNwgSzAFRQHlGoNWy3gb	Storm	Paperwhite	40	0QKNwgSzAFRQHlGoNWy3gb	Escape	2016-05-10	Indie Poptimism	0QKNwgSzAFRQHlGoNWy3gb	0.638_0.793	10	-6.676	1	0.0393	0.0109	0.0253	0.161	0.523	113.944	195973	indie poptimism	NA	NA	NA
34Hdo1qNE9qyx3Pf1TsBbR	Blackbeak	Youngblood Hawke	40	34Hdo1qNE9qyx3Pf1TsBbR	Wake Up	2013-01-01	Indie Poptimism	34Hdo1qNE9qyx3Pf1TsBbR	0.566_0.763	7	-6.146	0	0.0296	0.00119	0	0.324	0.577	134.973	239160	indie poptimism	NA	NA	NA
14BH4qO7pgCmIe6mgLKOK3	Someone To You	BANNERS	74	14BH4qO7pgCmIe6mgLKOK3	Empires On Fire	2017-11-03	Indie Poptimism	14BH4qO7pgCmIe6mgLKOK3	0.46_0.928	2	-3.683	1	0.0451	0.00595	1.67204799121246	0.24	0.684	75.05	219800	indie poptimism	NA	NA	NA
6RtRxaZN5RMWFbeZW24oRx	hold on	flor	57	6RtRxaZN5RMWFbeZW24oRx	come out. youre hiding (deluxe)	2018-02-02	Indie Poptimism	6RtRxaZN5RMWFbeZW24oRx	0.609_0.872	8	-4.72	1	0.0447	0.0483	0.000971	0.119	0.534	111.967	204774	indie poptimism	NA	NA	NA
4gTwPFGhIIlYtlo59jbVUB	High	Young Rising Sons	50	4gTwPFGhIIlYtlo59jbVUB	Young Rising Sons	2014-07-08	Indie Poptimism	4gTwPFGhIIlYtlo59jbVUB	0.646_0.85	7	-5.145	1	0.043	0.028	7.21e-05	0.281	0.518	116.999	165720	indie poptimism	NA	NA	NA
4qk35C5lGrStA7N8XiExHt	Love Is Blind	Coleman Hell	43	4qk35C5lGrStA7N8XiExHt	Love Is Blind	2018-07-27	Indie Poptimism	4qk35C5lGrStA7N8XiExHt	0.66_0.779	3	-4.625	1	0.0309	0.00746	0	0.193	0.559	128.007	173108	indie poptimism	NA	NA	NA
1SOClUWhOi8vHZYMz3GluK	Infinity	Jaymes Young	69	1SOClUWhOi8vHZYMz3GluK	Feel Something	2017-06-23	Indie Poptimism	1SOClUWhOi8vHZYMz3GluK	0.671_0.673	11	-6.941	0	0.0444	0.148	5.29e-05	0.304	0.494	121.963	237720	indie poptimism	NA	NA	NA
57i3M29DWoo7RDk0Tf0LZG	Daylight	Matt and Kim	65	57i3M29DWoo7RDk0Tf0LZG	Grand	2009-01-20	Indie Poptimism	57i3M29DWoo7RDk0Tf0LZG	0.57_0.798	9	-4.92	1	0.0323	0.102	0.000128	0.178	0.671	103.303	171333	indie poptimism	NA	NA	NA
0JHwXSvHa9X1UdcKCDAwSg	Different Kind of Love	Kid Runner	30	0JHwXSvHa9X1UdcKCDAwSg	Different Kind of Love	23.4-11-13	Indie Poptimism	0JHwXSvHa9X1UdcKCDAwSg	0.591_0.868	0	-5.555	1	0.0362	0.00128	4.04000753767323	0.116	0.553	110.018	207427	indie poptimism	NA	NA	NA
0IsrDyDQyNFFNB55MXgnkU	Volcanic Love	The Aces	36	0IsrDyDQyNFFNB55MXgnkU	When My Heart Felt Volcanic	2018-04-06	Indie Poptimism	0IsrDyDQyNFFNB55MXgnkU	0.439_0.819	6	-4.253	1	0.0751	0.0134	0	0.2	0.567	179.885	205977	indie poptimism	NA	NA	NA
7aqwdLp0chKuF3kP5fNZTW	Count On You	Paperwhite	30	7aqwdLp0chKuF3kP5fNZTW	Count On You	2018-11-16	Indie Poptimism	7aqwdLp0chKuF3kP5fNZTW	0.688_0.707	8	-6.852	1	0.04	0.109	7.8e-05	0.0909	0.578	129.984	224073	indie poptimism	NA	NA	NA
49YNXgHWiNSxz2wGtXCVZ7	Set On Fire	MAGIC GIANT	51	49YNXgHWiNSxz2wGtXCVZ7	In The Wind	2017-05-19	Indie Poptimism	49YNXgHWiNSxz2wGtXCVZ7	0.229_0.871	6	-4.558	1	0.103	0.0133	2.18e-06	0.266	0.395	86.965	215653	indie poptimism	NA	NA	NA
4dmgawH7YVY663GxxjEIwC	Me, Myself, and I	Vinyl Theatre	46	4dmgawH7YVY663GxxjEIwC	Me, Myself, and I	2017-09-29	Indie Poptimism	4dmgawH7YVY663GxxjEIwC	0.619_0.711	4	-5.211	0	0.0328	0.0149	1.46344699682668	0.0968	0.309	90.987	206267	indie poptimism	NA	NA	NA
3GzS0iKqyGMHwR1TimM2KN	Hollow Life	Coast Modern	57	3GzS0iKqyGMHwR1TimM2KN	Coast Modern	2017-07-28	Indie Poptimism	3GzS0iKqyGMHwR1TimM2KN	0.634_0.743	8	-4.039	1	0.0392	0.00298	1.96e-06	0.0442	0.243	118.937	237880	indie poptimism	NA	NA	NA
09CWfcYFhVhB1Bzfz1cLJ7	Sleep Talking	Charlotte Lawrence	66	09CWfcYFhVhB1Bzfz1cLJ7	Sleep Talking	2017-10-20	Indie Poptimism	09CWfcYFhVhB1Bzfz1cLJ7	0.661_0.762	5	-4.307	1	0.0402	0.452	0	0.162	0.583	101.99	224224	indie poptimism	NA	NA	NA
0GO8y8jQk1PkHzS31d699N	Tongue Tied	Grouplove	78	0GO8y8jQk1PkHzS31d699N	Never Trust A Happy Song	2011-09-02	Indie Poptimism	0GO8y8jQk1PkHzS31d699N	0.56_0.936	3	-5.835	1	0.0439	0.00847	0	0.161	0.371	112.96	218013	indie poptimism	NA	NA	NA
3JpdV2yT3txeXNWUg6QZnF	Phantom	Nightly	50	3JpdV2yT3txeXNWUg6QZnF	The Sound Of Your Voice	2018-11-09	Indie Poptimism	3JpdV2yT3txeXNWUg6QZnF	0.58_0.795	4	-5.123	0	0.036	0.00287	0.000202	0.134	0.27	126.013	201735	indie poptimism	NA	NA	NA
0iQ77tSa7ncj7zBPtVx6cU	One Foot	WALK THE MOON	65	0iQ77tSa7ncj7zBPtVx6cU	What If Nothing	2017-11-10	Indie Poptimism	0iQ77tSa7ncj7zBPtVx6cU	0.582_0.821	0	-4.861	1v	0.0365	0.00754	2.1e-06	0.818	0.468	100.025	261373	indie poptimism	NA	NA	NA
5mCprFWOqe0jB96v9RhLBo	Tongues	Joywave	56	5mCprFWOqe0jB96v9RhLBo	How Do You Feel Now?	23.4-04-14	Indie Poptimism	5mCprFWOqe0jB96v9RhLBo	0.827_0.682	6	-7.111	0	0.0435	0.00048	0.0187	0.101	0.933	117.967	234773	indie poptimism	NA	NA	NA
2AYEOC02WLhUiOoaig2SEH	Out of My League	Fitz and The Tantrums	67	2AYEOC02WLhUiOoaig2SEH	More Than Just A Dream (Deluxe)	2013-05-07	Indie Poptimism	2AYEOC02WLhUiOoaig2SEH	0.545_0.968	9	-3.553	0	0.0853	0.0387	7.4341941311257	0.331	0.527	169.965	209386	indie poptimism	NA	NA	NA
573latfTMO7SpGtStVrQx5	Harlem	New Politics	57	573latfTMO7SpGtStVrQx5	A Bad Girl In Harlem	2013-05-17	Indie Poptimism	573latfTMO7SpGtStVrQx5	0.603_0.952	6	-3.699	1	0.0947	0.00189	0.000445	0.317	0.588	133.97	163627	indie poptimism	NA	NA	NA
17aDyX39gb1iV1ZWvD1ffE	High	Sir Sly	61	17aDyX39gb1iV1ZWvD1ffE	Dont You Worry, Honey	2017-06-30	Indie Poptimism	17aDyX39gb1iV1ZWvD1ffE	0.743_0.733	2	-5.576	1	0.0352	0.00705	0.00753	0.0565	0.726	122.975	231897	indie poptimism	NA	NA	NA
46gwMD8DJO8B6jy2C3hEeZ	Pretty Sad	XYLO	54	46gwMD8DJO8B6jy2C3hEeZ	pretty sad	2019-03-01	Indie Poptimism	46gwMD8DJO8B6jy2C3hEeZ	0.585_0.619	8	-6.643	1	0.0286	0.0824	2.57e-06	0.0996	0.337	100.045	199222	indie poptimism	NA	NA	NA
7tKnaB8gsXxyPScxEwzQ9N	Stockholm	Atlas Genius	52	7tKnaB8gsXxyPScxEwzQ9N	Inanimate Objects	23.4-08-28	Indie Poptimism	7tKnaB8gsXxyPScxEwzQ9N	0.568_0.746	7	-5.437	1	0.0462	0.0054	0	0.162	0.409	125.04	191640	indie poptimism	NA	NA	NA
6kcHg7XL6SKyPNd78daRBL	Sweet Talk	Saint Motel	63	6kcHg7XL6SKyPNd78daRBL	saintmotelevision	2016-10-21	Indie Poptimism	6kcHg7XL6SKyPNd78daRBL	0.67_0.843	1	-4.311	1	0.0454	0.0392	0	0.225	0.713	117.01	192040	indie poptimism	NA	NA	NA
3dAz60DDFTKXjLl3BFLdZT	Miss You Like Hell	Nightly	48	3dAz60DDFTKXjLl3BFLdZT	The Sound Of Your Voice	2018-11-09	Indie Poptimism	3dAz60DDFTKXjLl3BFLdZT	0.418_0.922	7	-4.595	1	0.122	0.000567	0	0.122	0.238	94.927	189181	indie poptimism	NA	NA	NA
4MthqsBXn15DUWzjR1mi4l	Say the Word	Emily Vaughn	33	4MthqsBXn15DUWzjR1mi4l	Say the Word	2018-08-31	Indie Poptimism	4MthqsBXn15DUWzjR1mi4l	0.604_0.724	5	-4.532	1	0.146	0.0693	0	0.07	0.419	180.097	202667	indie poptimism	NA	NA	NA
1IUWIwZrxpyktrxGqI7FN7	Navigator	MOONZz	45	1IUWIwZrxpyktrxGqI7FN7	Navigator	2017-03-28	Indie Poptimism	1IUWIwZrxpyktrxGqI7FN7	0.553_0.842	3	-4.832	1	0.0916	0.252	4.76778100100346	0.121	0.415	171.983	210784	indie poptimism	NA	NA	NA
6cMswWRv4lAU3mh5lclgCc	Dreaming	Smallpools	57	6cMswWRv4lAU3mh5lclgCc	LOVETAP!	23.4-03-24	Indie Poptimism	6cMswWRv4lAU3mh5lclgCc	0.612_0.89	10	-2.827	0	0.047	0.000478	0	0.0672	0.886	118.989	216253	indie poptimism	NA	NA	NA
3f9Vq2NkEErxgbToSAztFD	Kidnap Me	CRUISR	47	3f9Vq2NkEErxgbToSAztFD	All Over	2014	Indie Poptimism	3f9Vq2NkEErxgbToSAztFD	0.312_0.789	0	-6.29	1v	0.0615	0.0251	1.05e-05	0.186	0.82	176.745	202200	indie poptimism	NA	NA	NA
61ypxNWXEGVTemBFvut4Z7	Ready For You	Hunter Hunted	34	61ypxNWXEGVTemBFvut4Z7	Ready For You	23.4-07-10	Indie Poptimism	61ypxNWXEGVTemBFvut4Z7	0.567_0.83	0	-5.655	1	0.0281	9.6e-05	0.248	0.394	0.158	93.996	205587	indie poptimism	NA	NA	NA
1553kU3XIclpbNAVzopQ2J	A Phone Call In Amsterdam	Valley	53	1553kU3XIclpbNAVzopQ2J	MAYBE	2019-09-17	Indie Poptimism	1553kU3XIclpbNAVzopQ2J	0.523_0.655	1	-7.972	1	0.0349	0.00491	8.3421163673047	0.322	0.371	100	233333	indie poptimism	NA	NA	NA
5huOzlgCK7PsMSG4TFBvKY	Two High	Moon Taxi	61	5huOzlgCK7PsMSG4TFBvKY	Let The Record Play	2018-01-19	Indie Poptimism	5huOzlgCK7PsMSG4TFBvKY	0.68_0.735	11	-5.553	0	0.0482	0.0505	0.00132	0.109	0.523	106.994	213120	indie poptimism	NA	NA	NA
3X0qI1VjyCv7eiE7bftaSL	Brazooka	NVDES	40	3X0qI1VjyCv7eiE7bftaSL	Brazooka	2019-09-10	Indie Poptimism	3X0qI1VjyCv7eiE7bftaSL	0.543_0.908	1	-8.543	0	0.102	0.00015	3.64277354201768	0.0921	0.387	147.901	129730	indie poptimism	NA	NA	NA
1Tb6uFyZgr9FYWDIBRCO0x	Feel	Victors	38	1Tb6uFyZgr9FYWDIBRCO0x	Feel	2016-10-14	Indie Poptimism	1Tb6uFyZgr9FYWDIBRCO0x	0.548_0.899	3	-4.773	1	0.0458	0.00037	9.56891569381114	0.0854	0.552	118.986	225464	indie poptimism	NA	NA	NA
6RKGBcDtgzXx21zUjpeu6F	Cold Cold Man	Saint Motel	65	6RKGBcDtgzXx21zUjpeu6F	My Type EP	2014-08-16	Indie Poptimism	6RKGBcDtgzXx21zUjpeu6F	0.613_0.661	9	-4.984	1	0.0263	0.00652	0	0.0976	0.509	110.978	230773	indie poptimism	NA	NA	NA
3VsiR8bSkmnqtuLASAbwz3	Golden Age	The Electric Sons	29	3VsiR8bSkmnqtuLASAbwz3	Golden Age	23.4-11-14	Indie Poptimism	3VsiR8bSkmnqtuLASAbwz3	0.586_0.814	7	-6.244	1	0.114	0.178	6.59741406550165	0.133	0.646	104.925	228571	indie poptimism	NA	NA	NA
1bHEcHv3lUkLFAebNnaPNE	Guru	Coast Modern	63	1bHEcHv3lUkLFAebNnaPNE	Coast Modern	2017-07-28	Indie Poptimism	1bHEcHv3lUkLFAebNnaPNE	0.76_0.674	3	-6.425	1	0.0411	0.231	0.0027	0.0728	0.797	140.022	204067	indie poptimism	NA	NA	NA
0p0ljM6RxgpGt7wthGqBZa	Finest Hour (feat. Abir)	Cash Cash	65	0p0ljM6RxgpGt7wthGqBZa	Finest Hour (feat. Abir)	2018-04-12	Indie Poptimism	0p0ljM6RxgpGt7wthGqBZa	0.656_0.729	5	-4.223	0	0.0765	0.0789	0	0.133	0.438	95.974	215781	indie poptimism	NA	NA	NA
5w6amHqMxl0yFEkhsZt0Tk	Waiting on the Summer	VHS Collection	51	5w6amHqMxl0yFEkhsZt0Tk	Stereo Hype	2016-09-30	Indie Poptimism	5w6amHqMxl0yFEkhsZt0Tk	0.553_0.811	4	-5.832	1	0.111	0.0449	0	0.101	0.629	104.988	254572	indie poptimism	NA	NA	NA
3reay7NBijCy7n8xVLpDL8	Passenger Side	Smallpools	56	3reay7NBijCy7n8xVLpDL8	Passenger Side	2017-07-21	Indie Poptimism	3reay7NBijCy7n8xVLpDL8	0.585_0.801	11	-5.406	0	0.0995	0.00601	8.2e-05	0.0865	0.283	101.987	221747	indie poptimism	NA	NA	NA
6wWCyJmOsODjsCMtpjAH3H	Murder	Mako	50	6wWCyJmOsODjsCMtpjAH3H	Murder	2018-06-22	Indie Poptimism	6wWCyJmOsODjsCMtpjAH3H	0.64_0.646	5	-6.161	0v	0.13	0.276	0	0.126	0.37	97.864	189185	indie poptimism	NA	NA	NA
2MZxGY9My3WGVZNfOcXptn	Get Wild	Lost My Name	4	2MZxGY9My3WGVZNfOcXptn	DIY	23.4-04-14	Indie Poptimism	2MZxGY9My3WGVZNfOcXptn	0.693_0.734	5	-6.9	0	0.0565	0.00219	1.29e-05	0.163	0.828	131.967	213222	indie poptimism	NA	NA	NA
4VA9yqBTQjjAZL4fQhlK9M	ease your mind	joan	52	4VA9yqBTQjjAZL4fQhlK9M	ease your mind	2019-10-18	Indie Poptimism	4VA9yqBTQjjAZL4fQhlK9M	0.692_0.648	6	-5	1v	0.0374	0.141	0	0.061	0.944	107.229	172307	indie poptimism	NA	NA	NA
3XIIOCu6B8PuGq5j61asEM	The Greatest	Sia	14	3XIIOCu6B8PuGq5j61asEM	The Greatest	2016	A Loose Definition of Indie Poptimism	3XIIOCu6B8PuGq5j61asEM	0.666_0.723	1	-6.164	1	0.268	0.0109	0.00047	0.0507	0.739	192.024	210893	indie poptimism	NA	NA	NA
6cREm4bV7V79Yxdilx9HDo	Once In a While	Timeflies	66	6cREm4bV7V79Yxdilx9HDo	Once In a While	2016-03-18	A Loose Definition of Indie Poptimism	6cREm4bV7V79Yxdilx9HDo	0.786_0.687	0	-5.914	1	0.141	0.00758	0	0.619	0.345	105.021	215160	indie poptimism	NA	NA	NA
2zDt2TfQbxiSPjTVJTgbwz	Starving	Hailee Steinfeld	13	2zDt2TfQbxiSPjTVJTgbwz	Starving	2016-07-22	A Loose Definition of Indie Poptimism	2zDt2TfQbxiSPjTVJTgbwz	0.724_0.628	4	-4.219	1v	0.0962	0.409	0	0.105	0.524	99.898	181880	indie poptimism	NA	NA	NA
6OZh916QF8XNunWaP97WEZ	Fast Car	Jonas Blue	22	6OZh916QF8XNunWaP97WEZ	Fast Car	23.4-12-04	A Loose Definition of Indie Poptimism	6OZh916QF8XNunWaP97WEZ	0.459_0.587	9	-6.983	1	0.0785	0.453	0	0.307	0.581	113.901	212424	indie poptimism	NA	NA	NA
0VzzzYWjBWofMsSB77pDo4	Lush Life	Zara Larsson	12	0VzzzYWjBWofMsSB77pDo4	Lush Life	23.4-06-05	A Loose Definition of Indie Poptimism	0VzzzYWjBWofMsSB77pDo4	0.658_0.741	7	-2.86	0	0.0536	0.141	0	0.189	0.789	98.024	202213	indie poptimism	NA	NA	NA
3ZMFrvkNgwwMfPdX3aThYs	Play That Song	Train	4	3ZMFrvkNgwwMfPdX3aThYs	Play That Song	2016	A Loose Definition of Indie Poptimism	3ZMFrvkNgwwMfPdX3aThYs	0.393_0.825	3	-1.746	1	0.06	0.0238	2.95e-06	0.0951	0.544	99.188	241360	indie poptimism	NA	NA	NA
5Dg2h1wsm7ZijCo0yLmbvR	Hurricane	Halsey	63	5Dg2h1wsm7ZijCo0yLmbvR	BADLANDS (Deluxe)	23.4-08-28	A Loose Definition of Indie Poptimism	5Dg2h1wsm7ZijCo0yLmbvR	0.586_0.83	0	-5.375	1	0.0416	0.00823	0.0028	0.348	0.486	120.017	223082	indie poptimism	NA	NA	NA
7BKLCZ1jbUBVqRi2FVlTVw	Closer (feat. Halsey)	The Chainsmokers	85	7BKLCZ1jbUBVqRi2FVlTVw	Closer (feat. Halsey)	2016-07-29	A Loose Definition of Indie Poptimism	7BKLCZ1jbUBVqRi2FVlTVw	0.748_0.524	8	-5.599	1	0.0338	0.414	0	0.111	0.661	95.01	244960	indie poptimism	NA	NA	NA
6wZ8kvKP9d1MKlNFTMZrBK	Shout Out to My Ex	Little Mix	8	6wZ8kvKP9d1MKlNFTMZrBK	Shout Out to My Ex	2016-10-16	A Loose Definition of Indie Poptimism	6wZ8kvKP9d1MKlNFTMZrBK	0.774_0.739	0	-4.022	1	0.0952	0.0316	5.95e-06	0.119	0.823	126.002	246240	indie poptimism	NA	NA	NA
79T9m6YkRCgP0955CE4UCd	No Diggity	Campsite Dream	55	79T9m6YkRCgP0955CE4UCd	No Diggity	2016-09-23	A Loose Definition of Indie Poptimism	79T9m6YkRCgP0955CE4UCd	0.711_0.714	7	-4.714	0	0.0374	0.183	0.0287	0.122	0.389	104.912	188849	indie poptimism	NA	NA	NA
4pdPtRcBmOSQDlJ3Fk945m	Let Me Love You	DJ Snake	21	4pdPtRcBmOSQDlJ3Fk945m	Encore	2016-08-05	A Loose Definition of Indie Poptimism	4pdPtRcBmOSQDlJ3Fk945m	0.476_0.718	8	-5.309	1	0.0576	0.0784	1.02e-05	0.122	0.142	199.864	205947	indie poptimism	NA	NA	NA
2rizacJSyD9S1IQUxUxnsK	All We Know	The Chainsmokers	70	2rizacJSyD9S1IQUxUxnsK	All We Know	2016-09-29	A Loose Definition of Indie Poptimism	2rizacJSyD9S1IQUxUxnsK	0.662_0.586	0	-8.821	1	0.0307	0.097	0.00272	0.115	0.296	90	194080	indie poptimism	NA	NA	NA
2sqURk6kt3v93PwKpt5xF2	Till The End	Swanky Tunes	42	2sqURk6kt3v93PwKpt5xF2	Till The End	2016-08-19	A Loose Definition of Indie Poptimism	2sqURk6kt3v93PwKpt5xF2	0.574_0.922	4	-3.104	1	0.0476	0.42	0.000189	0.146	0.232	108.005	195653	indie poptimism	NA	NA	NA
3UDXkdQquqCEAJdNAsA1wO	Millionaire (feat. Nelly)	Cash Cash	45	3UDXkdQquqCEAJdNAsA1wO	Blood, Sweat & 3 Years	2016-06-24	A Loose Definition of Indie Poptimism	3UDXkdQquqCEAJdNAsA1wO	0.599_0.9	5	-3.144	1	0.136	0.0936	0	0.0888	0.394	100.014	186120	indie poptimism	NA	NA	NA
6ZbiaHwI9x7CIxYGOEmXxd	Beast	Tungevaag	52	6ZbiaHwI9x7CIxYGOEmXxd	Beast	2016-09-09	A Loose Definition of Indie Poptimism	6ZbiaHwI9x7CIxYGOEmXxd	0.569_0.789	11	-4.607	1	0.123	0.564	0	0.294	0.603	160.014	198012	indie poptimism	NA	NA	NA
4abm3RbYBcQlrxdV1ObjUj	Waste A Moment	Kings of Leon	22	4abm3RbYBcQlrxdV1ObjUj	Waste A Moment	2016-09-09	A Loose Definition of Indie Poptimism	4abm3RbYBcQlrxdV1ObjUj	0.436_0.85	2	-4.86	1	0.0617	0.000861	0.74	0.128	0.537	152.644	183093	indie poptimism	NA	NA	NA
0B2RttXEiyXsMeQ7mMP3EI	Cruel (feat. ZAYN)	Snakehips	62	0B2RttXEiyXsMeQ7mMP3EI	Cruel (feat. ZAYN)	2016-07-15	A Loose Definition of Indie Poptimism	0B2RttXEiyXsMeQ7mMP3EI	0.603_0.879	5	-4.098	1	0.124	0.0184	0	0.156	0.318	110.125	228253	indie poptimism	NA	NA	NA
1OPOkGoucSWZkpXyI1Q6Qb	Sthlm Nights	Peg Parnevik	33	1OPOkGoucSWZkpXyI1Q6Qb	Sthlm Nights	2016-09-23	A Loose Definition of Indie Poptimism	1OPOkGoucSWZkpXyI1Q6Qb	0.634_0.656	11	-4.478	1	0.0842	0.236	1.19e-05	0.0444	0.706	133.917	200827	indie poptimism	NA	NA	NA
7nD9nN3jord9wWcfW3Gkcm	All In My Head (Flex) (feat. Fetty Wap)	Fifth Harmony	66	7nD9nN3jord9wWcfW3Gkcm	7/27 (Deluxe)	2016-05-27	A Loose Definition of Indie Poptimism	7nD9nN3jord9wWcfW3Gkcm	0.689_0.791	0	-5.194	0	0.053	0.023	9.26499465657398	0.0526	0.755	95.04	210573	indie poptimism	NA	NA	NA
1qBVIqIYRqVlcKLncbuvEb	Bonfire	Miss Li	41	1qBVIqIYRqVlcKLncbuvEb	Bonfire	2016-08-12	A Loose Definition of Indie Poptimism	1qBVIqIYRqVlcKLncbuvEb	0.603_0.882	11	-2.772	0	0.0677	0.0089	9.48616536690388	0.632	0.688	172.175	209616	indie poptimism	NA	NA	NA
69X5gWMpn3GpmfAg9hpQXJ	Summer on You	Sam Feldt	38	69X5gWMpn3GpmfAg9hpQXJ	Summer on You	2016-07-22	A Loose Definition of Indie Poptimism	69X5gWMpn3GpmfAg9hpQXJ	0.731_0.727	7	-5.608	0	0.0356	0.0295	4.56e-06	0.171	0.601	120.968	160009	indie poptimism	NA	NA	NA
5ZEM9j0jrFr5RdHEbl2MYV	Sex	Cheat Codes	56	5ZEM9j0jrFr5RdHEbl2MYV	Sex	2016-03-07	A Loose Definition of Indie Poptimism	5ZEM9j0jrFr5RdHEbl2MYV	0.51_0.692	0	-5.825	1	0.171	0.00451	0	0.138	0.209	102.42	228361	indie poptimism	NA	NA	NA
