track_id	BBtrack_name3480	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	rap	rock	r&b
6NdcSEhpGGAYXNnnhGS2s6	What I Like About You	The Romantics	66	6NdcSEhpGGAYXNnnhGS2s6	What I Like About You (And Other Romantic Hits)	1990	Classic Rock	6NdcSEhpGGAYXNnnhGS2s6	0.542_0.915	9	-9.637	1	0.0549	0.319	5.34e-05	0.171	0.92	159.81	175400	NA	classic rock	NA
1hKdDCpiI9mqz1jVHRKG0E	Enter Sandman	Metallica	23	1hKdDCpiI9mqz1jVHRKG0E	Metallica	1991-08-12	Classic Rock	1hKdDCpiI9mqz1jVHRKG0E	0.579_0.824	6	-8.71	0	0.03	0.00206	0.00903	0.059	0.635	123.331	331573	NA	classic rock	NA
1xOXXYh6lTW8laxlW7JP2J	Only the Good Die Young	Billy Joel	64	1xOXXYh6lTW8laxlW7JP2J	The Stranger (Legacy Edition)	1977	Classic Rock	1xOXXYh6lTW8laxlW7JP2J	0.579_0.872	0	-6.126	1	0.159	0.159	0	0.0935	0.761	76.214	235560	NA	classic rock	NA
1L94M3KIu7QluZe63g64rv	Alive	Pearl Jam	75	1L94M3KIu7QluZe63g64rv	Ten	1991-08-27	Classic Rock	1L94M3KIu7QluZe63g64rv	0.284_0.875	11	-6.069	0	0.0422	0.00752	0.000461	0.402	0.595	75.009	340907	NA	classic rock	NA
4KfSdst7rW39C0sfhArdrz	Barracuda	Heart	73	4KfSdst7rW39C0sfhArdrz	Little Queen	1977-05-14	Classic Rock	4KfSdst7rW39C0sfhArdrz	0.547_0.691	4	-13.553	0	0.0369	0.015	0.105	0.144	0.667	137.148	261933	NA	classic rock	NA
7D04SIiYAZq6Kpc4qFhBKY	Use Somebody	Kings of Leon	48	7D04SIiYAZq6Kpc4qFhBKY	Mothers Day Songs	2018-03-02	Classic Rock	7D04SIiYAZq6Kpc4qFhBKY	0.266_0.756	0	-5.386	1	0.0464	0.00313	0.000192	0.154	0.16	137.102	231093	NA	classic rock	NA
2b9lp5A6CqSzwOrBfAFhof	Crazy Train	Ozzy Osbourne	77	2b9lp5A6CqSzwOrBfAFhof	Blizzard of Ozz (Expanded Edition)	1980-09-20	Classic Rock	2b9lp5A6CqSzwOrBfAFhof	0.453_0.906	9	-4.001	1	0.115	0.361	0.000569	0.26	0.473	137.575	296200	NA	classic rock	NA
5p3JunprHCxClJjOmcLV8G	Walk On the Wild Side	Lou Reed	74	5p3JunprHCxClJjOmcLV8G	Transformer	1972-12-01	Classic Rock	5p3JunprHCxClJjOmcLV8G	0.575_0.318	0	-16.729	1R	0.109	0.683	0.000202	0.0934	0.385	104.522	254173	NA	classic rock	NA
7b4yGtR0rujvLi5EBfKKJ2	Take Me Home Tonight	Eddie Money	67	7b4yGtR0rujvLi5EBfKKJ2	Cant Hold Back	1986-10-15	Classic Rock	7b4yGtR0rujvLi5EBfKKJ2	0.608_0.768	1	-9.911	1	0.0364	0.101	1.41e-06	0.0942	0.748	132.699	211160	NA	classic rock	NA
4o6BgsqLIBViaGVbx5rbRk	You Make My Dreams	Daryl Hall & John Oates	77	4o6BgsqLIBViaGVbx5rbRk	Voices	1980	Classic Rock	4o6BgsqLIBViaGVbx5rbRk	0.751_0.501	5	-12.151	1	0.0552	0.234	0.112	0.0467	0.902	167.058	190627	NA	classic rock	NA
0WNGPpmWqzPnk0psUhJ3SX	All the Young Dudes	Mott The Hoople	62	0WNGPpmWqzPnk0psUhJ3SX	All The Young Dudes (Expanded Edition)	1972	Classic Rock	0WNGPpmWqzPnk0psUhJ3SX	0.429_0.668	4	-7.539	0	0.044	0.208	0	0.538	0.398	77.737	211067	NA	classic rock	NA
71SvEDmsOwIWw1IozsZoMA	Any Way You Want It	Journey	71	71SvEDmsOwIWw1IozsZoMA	Departure	1980	Classic Rock	71SvEDmsOwIWw1IozsZoMA	0.529_0.932	7	-7.501	1R	0.0488	0.00251	9.51003857713658	0.136	0.571	138.158	201693	NA	classic rock	NA
4oDZ5L8izBals6jKBJDBcX	Your Love	The Outfield	71	4oDZ5L8izBals6jKBJDBcX	Play Deep	1985-06-29	Classic Rock	4oDZ5L8izBals6jKBJDBcX	0.579_0.654	1	-12.421	0	0.0553	0.121	3.62e-06	0.0673	0.616	129.537	216467	NA	classic rock	NA
6ITuEsxEy2qPhqMowdDAeI	Train in Vain - Remastered	The Clash	64	6ITuEsxEy2qPhqMowdDAeI	London Calling (Remastered)	1979	Classic Rock	6ITuEsxEy2qPhqMowdDAeI	0.761_0.722	2	-8.712	1	0.0428	0.0922	0.000366	0.132	0.966	122.764	194667	NA	classic rock	NA
70C4NyhjD5OZUMzvWZ3njJ	Piano Man	Billy Joel	74	70C4NyhjD5OZUMzvWZ3njJ	Piano Man (Legacy Edition)	1973-11-07	Classic Rock	70C4NyhjD5OZUMzvWZ3njJ	0.331_0.55	0	-6.483	1R	0.0272	0.605	3.96e-06	0.192	0.429	177.734	339000	NA	classic rock	NA
5yEwEUGYpCWsSOC0rm8gFJ	Lido Shuffle	Boz Scaggs	43	5yEwEUGYpCWsSOC0rm8gFJ	Hits!	2006	Classic Rock	5yEwEUGYpCWsSOC0rm8gFJ	0.59_0.785	10	-4.728	1	0.0341	0.0172	0.000215	0.114	0.674	141.18	223520	NA	classic rock	NA
44M6Wd0vAzN9khoCQSR6ji	Where The Streets Have No Name - Single Edit	U2	3	44M6Wd0vAzN9khoCQSR6ji	The Best Of 1980 - 1990	1998-10-21	Classic Rock	44M6Wd0vAzN9khoCQSR6ji	0.504_0.857	2	-6.014	1	0.0379	0.0119	0.00653	0.13	0.354	125.636	276132	NA	classic rock	NA
5UWwZ5lm5PKu6eKsHAGxOk	Everlong	Foo Fighters	77	5UWwZ5lm5PKu6eKsHAGxOk	The Colour And The Shape	1997-05-20	Classic Rock	5UWwZ5lm5PKu6eKsHAGxOk	0.412_0.882	11	-5.54	0	0.0369	5.96e-05	0.00031	0.0805	0.356	158.066	250547	NA	classic rock	NA
3EM42kT3ARiZJhXJPoFaZe	Heroes - Single Version [Remastered]	David Bowie	43	3EM42kT3ARiZJhXJPoFaZe	Legacy (Deluxe Edition)	2016-11-11	Classic Rock	3EM42kT3ARiZJhXJPoFaZe	0.502_0.681	7	-8.263	1	0.0276	0.016	7.5147872121539	0.102	0.584	112.16	213813	NA	classic rock	NA
3ycOJKN5U4l1nLPM5IYJh6	Tom Sawyer	Rush	3	3ycOJKN5U4l1nLPM5IYJh6	Moving Pictures	1981-02-12	Classic Rock	3ycOJKN5U4l1nLPM5IYJh6	0.535_0.863	9	-7.937	1	0.0369	0.00126	0.0175	0.191	0.578	87.599	273893	NA	classic rock	NA
3YuaBvuZqcwN3CEAyyoaei	Like a Stone	Audioslave	75	3YuaBvuZqcwN3CEAyyoaei	Audioslave	2002-11-17	Classic Rock	3YuaBvuZqcwN3CEAyyoaei	0.614_0.568	7	-5.477	0	0.0276	0.00797	0	0.0997	0.516	107.849	293960	NA	classic rock	NA
4sQdW03IQh3tsZeBELdt5G	Foxey Lady	Jimi Hendrix	46	4sQdW03IQh3tsZeBELdt5G	Are You Experienced	1967-05-12	Classic Rock	4sQdW03IQh3tsZeBELdt5G	0.507_0.851	4	-5.995	1R	0.0386	0.0612	0.157	0.371	0.587	98.061	199187	NA	classic rock	NA
4vO9dmzNRqDhFY3jD1a3P7	Mississippi Queen	Mountain	68	4vO9dmzNRqDhFY3jD1a3P7	Climbing!	1970	Classic Rock	4vO9dmzNRqDhFY3jD1a3P7	0.58_0.624	9	-8.346	1	0.0784	0.0975	0	0.0411	0.639	139.72	151293	NA	classic rock	NA
32qR2DcQRSJ6G2s8SC16oP	Honky Tonk Women	The Rolling Stones	2	32qR2DcQRSJ6G2s8SC16oP	Rolled Gold +	1975-11-06	Classic Rock	32qR2DcQRSJ6G2s8SC16oP	0.558_0.683	7	-9.868	1	0.0585	0.353	0.0171	0.111	0.966	120.169	179200	NA	classic rock	NA
1K89oHPxT4wRg5ocaDLq3J	Starman - Single Mix	David Bowie	43	1K89oHPxT4wRg5ocaDLq3J	Legacy (Deluxe Edition)	2016-11-11	Classic Rock	1K89oHPxT4wRg5ocaDLq3J	0.307_0.429	5	-11.054	1	0.0333	0.211	0	0.391	0.582	199.787	254720	NA	classic rock	NA
6mFkJmJqdDVQ1REhVfGgd1	Wish You Were Here	Pink Floyd	76	6mFkJmJqdDVQ1REhVfGgd1	Wish You Were Here	1975-09-12	Classic Rock	6mFkJmJqdDVQ1REhVfGgd1	0.481_0.262	7	-15.73	1	0.0414	0.735	0.0114	0.832	0.375	122.883	334744	NA	classic rock	NA
2HHtWyy5CgaQbC7XSoOb0e	Eye of the Tiger	Survivor	72	2HHtWyy5CgaQbC7XSoOb0e	Eye Of The Tiger	1982	Classic Rock	2HHtWyy5CgaQbC7XSoOb0e	0.815_0.438	0	-14.522	0R	0.0346	0.216	0.000466	0.0787	0.552	108.965	243773	NA	classic rock	NA
1QLyDdhB9gmxbGv0K1kFyT	Rock You Like a Hurricane	Scorpions	61	1QLyDdhB9gmxbGv0K1kFyT	Stranger Things (Soundtrack from the Netflix Original Series)	2017-10-27	Classic Rock	1QLyDdhB9gmxbGv0K1kFyT	0.584_0.833	11	-5.824	1	0.0358	0.000265	0.00595	0.32	0.671	124.018	254347	NA	classic rock	NA
1bp2IO61zbQrbWNmKKxg3f	The Joker	Steve Miller Band	75	1bp2IO61zbQrbWNmKKxg3f	The Joker	1973-01-01	Classic Rock	1bp2IO61zbQrbWNmKKxg3f	0.596_0.448	5	-9.616	1	0.0396	0.365	5.3e-06	0.206	0.796	83.293	264504	NA	classic rock	NA
4gRA0i5sxx3jAhHaVjPnUN	Use Me	Bill Withers	63	4gRA0i5sxx3jAhHaVjPnUN	Still Bill	1972-05-01	Classic Rock	4gRA0i5sxx3jAhHaVjPnUN	0.759_0.586	11	-13.461	0	0.056	0.0333	0.00312	0.0743	0.948	154.624	228327	NA	classic rock	NA
5EOoMWIB9iK4ZpcSex9Ec7	Old Time Rock & Roll	Bob Seger	72	5EOoMWIB9iK4ZpcSex9Ec7	Stranger In Town	1978-05-05	Classic Rock	5EOoMWIB9iK4ZpcSex9Ec7	0.714_0.937	6	-2.947	1R	0.0399	0.206	9.44696089786012	0.0731	0.964	124.13	194147	NA	classic rock	NA
18URo35acNKRTHfEdjTcGn	Photograph	Def Leppard	64	18URo35acNKRTHfEdjTcGn	Pyromania	1983-01-20	Classic Rock Drive	18URo35acNKRTHfEdjTcGn	0.602_0.877	4	-6.606	1	0.0515	0.000343	0.635	0.0551	0.617	123.679	247962	NA	classic rock	NA
3QZ7uX97s82HFYSmQUAN1D	Tom Sawyer	Rush	73	3QZ7uX97s82HFYSmQUAN1D	Moving Pictures (2011 Remaster)	1981-02-12	Classic Rock Drive	3QZ7uX97s82HFYSmQUAN1D	0.536_0.901	9	-7.211	1	0.0374	0.00145	0.0186	0.06	0.666	87.559	276880	NA	classic rock	NA
4alHo6RGd0D3OUbTPExTHN	Just What I Needed	The Cars	69	4alHo6RGd0D3OUbTPExTHN	The Cars	1978-06-06	Classic Rock Drive	4alHo6RGd0D3OUbTPExTHN	0.619_0.579	4	-9.307	1	0.0473	0.0152	6.4e-05	0.0858	0.69	127.224	225627	NA	classic rock	NA
1ZhrREyOOeFV6TxDOyiPwu	Take The Money And Run	Steve Miller Band	67	1ZhrREyOOeFV6TxDOyiPwu	Fly Like An Eagle	1976-01-01	Classic Rock Drive	1ZhrREyOOeFV6TxDOyiPwu	0.564_0.645	0	-12.923	1	0.0484	0.0552	2.84e-06	0.151	0.836	99.302	170173	NA	classic rock	NA
0K6yUnIKNsFtfIpTgGtcHm	Limelight	Rush	69	0K6yUnIKNsFtfIpTgGtcHm	Moving Pictures (2011 Remaster)	1981-02-12	Classic Rock Drive	0K6yUnIKNsFtfIpTgGtcHm	0.581_0.854	1	-8.485	0	0.0428	0.00197	0.0013	0.111	0.788	131.18	259840	NA	classic rock	NA
42Lq6GBO5KUSNeSgJsOoke	Panama	Van Halen	51	42Lq6GBO5KUSNeSgJsOoke	Best of Volume 1	1996-09-24	Classic Rock Drive	42Lq6GBO5KUSNeSgJsOoke	0.515_0.987	8	-5.391	1	0.108	0.00135	0.000195	0.0697	0.298	141.258	212640	NA	classic rock	NA
1GqlvSEtMx5xbGptxOTTyk	Peace of Mind	Boston	69	1GqlvSEtMx5xbGptxOTTyk	Boston	1976	Classic Rock Drive	1GqlvSEtMx5xbGptxOTTyk	0.421_0.677	4	-6.183	1R	0.0343	0.000989	9.65e-05	0.211	0.683	127.67	303587	NA	classic rock	NA
67eX1ovaHyVPUinMHeUtIM	Hurts So Good	John Mellencamp	69	67eX1ovaHyVPUinMHeUtIM	American Fool	1982	Classic Rock Drive	67eX1ovaHyVPUinMHeUtIM	0.785_0.737	9	-5.306	1	0.0363	0.0421	9.93e-05	0.108	0.971	125.447	218960	NA	classic rock	NA
0832Tptls5YicHPGgw7ssP	Beast Of Burden - Remastered	The Rolling Stones	18	0832Tptls5YicHPGgw7ssP	Some Girls	1978-06-09	Classic Rock Drive	0832Tptls5YicHPGgw7ssP	0.786_0.87	1	-3.875	0	0.0316	0.413	0.000494	0.0389	0.864	100.66	265173	NA	classic rock	NA
1JkZg3eMQTmTn93E8Yd3UL	I Want You to Want Me	Cheap Trick	70	1JkZg3eMQTmTn93E8Yd3UL	In Color	1977-09	Classic Rock Drive	1JkZg3eMQTmTn93E8Yd3UL	0.806_0.462	2	-12.778	1	0.0298	0.78	0.0134	0.15	0.736	92.726	191227	NA	classic rock	NA
1gcESexgftSuLuML57Y69q	All Right Now	Free	70	1gcESexgftSuLuML57Y69q	Fire And Water	1970-06-26	Classic Rock Drive	1gcESexgftSuLuML57Y69q	0.787_0.472	2	-12.824	1	0.0832	0.221	0.000336	0.153	0.824	120.059	330643	NA	classic rock	NA
28eg5bkYvIHT7HPmzZFwLN	Lonely Is The Night - Remastered	Billy Squier	61	28eg5bkYvIHT7HPmzZFwLN	Dont Say No	1981	Classic Rock Drive	28eg5bkYvIHT7HPmzZFwLN	0.347_0.803	9	-4.923	1	0.0416	0.209	4.36e-06	0.116	0.672	85.362	281453	NA	classic rock	NA
5UYPZZDQfpCE7A0FDDqv4k	Foreplay / Long Time	Boston	11	5UYPZZDQfpCE7A0FDDqv4k	Boston	1976	Classic Rock Drive	5UYPZZDQfpCE7A0FDDqv4k	0.436_0.657	5	-8.868	1R	0.0541	0.00975	0.00748	0.0931	0.21	118.693	467640	NA	classic rock	NA
4e9hUiLsN4mx61ARosFi7p	The Spirit Of Radio	Rush	67	4e9hUiLsN4mx61ARosFi7p	Permanent Waves	1980-01-01	Classic Rock Drive	4e9hUiLsN4mx61ARosFi7p	0.365_0.924	4	-7.066	1R	0.0488	0.0144	0.000254	0.423	0.632	135.811	296467	NA	classic rock	NA
2XwYeBzumtjxVbFWwhJpsy	Freewill	Rush	60	2XwYeBzumtjxVbFWwhJpsy	Permanent Waves	1980-01-01	Classic Rock Drive	2XwYeBzumtjxVbFWwhJpsy	0.485_0.935	2	-7.005	1	0.0696	0.0113	3.89e-05	0.331	0.68	155.608	321800	NA	classic rock	NA
3LQPTJEqOfljGBxmpgUnoC	American Woman - Remastered	The Guess Who	67	3LQPTJEqOfljGBxmpgUnoC	American Woman	2000-07-10	Classic Rock Drive	3LQPTJEqOfljGBxmpgUnoC	0.55_0.726	2	-8.51	1	0.0516	0.146	0.00608	0.428	0.37	92.697	307493	NA	classic rock	NA
5B6Z7NwVqA7W3UFiqBdEJC	Round and Round	Ratt	63	5B6Z7NwVqA7W3UFiqBdEJC	Out Of The Cellar	1984-02-14	Classic Rock Drive	5B6Z7NwVqA7W3UFiqBdEJC	0.616_0.965	11	-4.464	1	0.0613	0.0135	0.000174	0.119	0.405	126.535	266627	NA	classic rock	NA
02DurCgOvDdX0uKEjqcl3W	Who Are You	The Who	12	02DurCgOvDdX0uKEjqcl3W	Who Are You	1978-08-18	Classic Rock Drive	02DurCgOvDdX0uKEjqcl3W	0.653_0.631	9	-11.334	1	0.0461	0.299	0.00265	0.0627	0.516	156.32	381627	NA	classic rock	NA
4qbiCq2xkNPyojuZFeNeqx	Jailbreak	Thin Lizzy	60	4qbiCq2xkNPyojuZFeNeqx	Jailbreak (Deluxe Edition)	1976	Classic Rock Drive	4qbiCq2xkNPyojuZFeNeqx	0.616_0.761	3	-9.199	1R	0.126	0.196	0.0025	0.374	0.708	145.074	240600	NA	classic rock	NA
7HKez549fwJQDzx3zLjHKC	Start Me Up - Remastered	The Rolling Stones	76	7HKez549fwJQDzx3zLjHKC	Tattoo You (2009 Re-Mastered)	1981-08-24	Classic Rock Drive	7HKez549fwJQDzx3zLjHKC	0.631_0.932	5	-4.142	1	0.0354	0.0436	5.91971959674265	0.0918	0.971	122.429	213067	NA	classic rock	NA
4DMKwE2E2iYDKY01C335Uw	Carry on Wayward Son	Kansas	74	4DMKwE2E2iYDKY01C335Uw	Leftoverture	1976	Classic Rock Workout	4DMKwE2E2iYDKY01C335Uw	0.483_0.786	7	-5.735	1R	0.0319	0.00316	8.86e-05	0.446	0.793	126.748	323000	NA	classic rock	NA
3lN8PP6R2IxbLP05QpYXng	Born To Be Wild - Single Version	Steppenwolf	67	3lN8PP6R2IxbLP05QpYXng	Steppenwolf	1968-01-01	Classic Rock Workout	3lN8PP6R2IxbLP05QpYXng	0.439_0.734	2	-12.168	1	0.097	0.262	0.333	0.244	0.54	145.703	212893	NA	classic rock	NA
6H3kDe7CGoWYBabAeVWGiD	Gimme Shelter	The Rolling Stones	75	6H3kDe7CGoWYBabAeVWGiD	Let It Bleed	1969-12-05	Classic Rock Workout	6H3kDe7CGoWYBabAeVWGiD	0.634_0.63	1	-8.277	0	0.031	0.447	0.039	0.17	0.489	118.628	270773	NA	classic rock	NA
2aoo2jlRnM3A0NyLQqMN2f	All Along the Watchtower	Jimi Hendrix	76	2aoo2jlRnM3A0NyLQqMN2f	Electric Ladyland	1968-10-25	Classic Rock Workout	2aoo2jlRnM3A0NyLQqMN2f	0.438_0.805	8	-6.237	1	0.0624	0.00255	5.69e-05	0.0842	0.564	113.253	240800	NA	classic rock	NA
1JC4niMbshPlor1BPagn2L	Upside Down	6cyclemind	58	1JC4niMbshPlor1BPagn2L	Home	2007-01-15	Pinoy Classic Rock	1JC4niMbshPlor1BPagn2L	0.582_0.492	3	-7.448	1	0.0248	0.582	5.40349923158064	0.137	0.429	76.255	324693	NA	classic rock	NA
0oSpCoA0I9wg2UAKT4XGTX	Sandalan	6cyclemind	57	0oSpCoA0I9wg2UAKT4XGTX	Panorama	2005-10-17	Pinoy Classic Rock	0oSpCoA0I9wg2UAKT4XGTX	0.484_0.84	1	-5.509	1	0.0315	0.104	0	0.114	0.783	139.952	236107	NA	classic rock	NA
6mQzZ2aRnKSNgckAehBgwD	Beer	Itchyworms	58	6mQzZ2aRnKSNgckAehBgwD	Noon Time Show	2006	Pinoy Classic Rock	6mQzZ2aRnKSNgckAehBgwD	0.539_0.693	7	-3.967	1R	0.0265	0.517	4.59e-06	0.112	0.472	84.954	364107	NA	classic rock	NA
1OaKrd3kWUOrltf6hoTZjk	Narda	Kamikazee	58	1OaKrd3kWUOrltf6hoTZjk	Maharot	2006	Pinoy Classic Rock	1OaKrd3kWUOrltf6hoTZjk	0.604_0.756	2	-4.85	1	0.0352	0.0176	0	0.106	0.308	120.436	284987	NA	classic rock	NA
0HZ3OUVrGHxttD2EuHqRm3	The Day You Said Goodnight	Hale	66	0HZ3OUVrGHxttD2EuHqRm3	Hale	2005	Pinoy Classic Rock	0HZ3OUVrGHxttD2EuHqRm3	0.558_0.553	4	-6.669	1	0.0323	0.492	0	0.116	0.251	134.263	291358	NA	classic rock	NA
4Yp8lnGcIde2SWAqrMM3v9	Akin Ka Na Lang	Itchyworms	56	4Yp8lnGcIde2SWAqrMM3v9	Noon Time Show	2006	Pinoy Classic Rock	4Yp8lnGcIde2SWAqrMM3v9	0.699_0.655	7	-5.179	1	0.0412	0.419	8.08623089187313	0.449	0.919	128.644	183760	NA	classic rock	NA
5zMR44ZH4KVZj4FlhTj3SE	Magbalik	Callalily	65	5zMR44ZH4KVZj4FlhTj3SE	Destination XYZ	2006-07-17	Pinoy Classic Rock	5zMR44ZH4KVZj4FlhTj3SE	0.404_0.556	4	-8.329	1	0.0326	0.359	4.93e-06	0.0964	0.34	159.256	326813	NA	classic rock	NA
7zzZmpw8L66ZPjH1M6qmOs	Migraine	Moonstar88	61	7zzZmpw8L66ZPjH1M6qmOs	When I Met You	2008-07-28	Pinoy Classic Rock	7zzZmpw8L66ZPjH1M6qmOs	0.664_0.537	2	-6	1R	0.029	0.217	2.88e-06	0.118	0.221	115.049	267960	NA	classic rock	NA
1Xf5tZY0WFqH975R8OJL21	Noypi	Bamboo	52	1Xf5tZY0WFqH975R8OJL21	As the Music Plays the Band	2004	Pinoy Classic Rock	1Xf5tZY0WFqH975R8OJL21	0.536_0.613	2	-5.641	1	0.0306	0.304	0.00602	0.0995	0.298	101.587	268382	NA	classic rock	NA
7IqUmDJ2GjaOqrzDCXhrV5	Ipagpatawad Mo	Mayonnaise	4	7IqUmDJ2GjaOqrzDCXhrV5	Tersera	2008-07-02	Pinoy Classic Rock	7IqUmDJ2GjaOqrzDCXhrV5	0.291_0.755	5	-4.95	0	0.05	0.0621	0	0.0836	0.457	145.343	242453	NA	classic rock	NA
6aDYL0klsShJ1NDScruk2G	Stars	Callalily	60	6aDYL0klsShJ1NDScruk2G	Destination XYZ	2006-07-17	Pinoy Classic Rock	6aDYL0klsShJ1NDScruk2G	0.501_0.555	7	-7.672	1R	0.0308	0.296	2.96e-05	0.0859	0.436	126.207	233307	NA	classic rock	NA
4wIlE0wVdqBi1tFGuSAx03	Masaya	Bamboo	58	4wIlE0wVdqBi1tFGuSAx03	As the Music Plays the Band	2004	Pinoy Classic Rock	4wIlE0wVdqBi1tFGuSAx03	0.497_0.373	7	-10.405	1	0.0369	0.798	0.00193	0.15	0.295	111.969	225698	NA	classic rock	NA
4N4SnTk6rQbLAcARYnjGD9	Kung Wala Ka	Hale	51	4N4SnTk6rQbLAcARYnjGD9	Hale	2005	Pinoy Classic Rock	4N4SnTk6rQbLAcARYnjGD9	0.5_0.343	7	-7.367	1	0.0261	0.702	0.00114	0.113	0.155	136.28	242848	NA	classic rock	NA
23YKjuTD2esIoc2ICqTLxZ	Alipin	Shamrock	53	23YKjuTD2esIoc2ICqTLxZ	Are You Serious?	2005	Pinoy Classic Rock	23YKjuTD2esIoc2ICqTLxZ	0.731_0.189	7	-10.918	1R	0.0329	0.768	0	0.0884	0.379	78.1	263547	NA	classic rock	NA
1F9SIR4geHCMuZcdkRzvPz	Jeepney	Sponge Cola	58	1F9SIR4geHCMuZcdkRzvPz	Palabas & Transit Collection	2013	Pinoy Classic Rock	1F9SIR4geHCMuZcdkRzvPz	0.446_0.739	2	-5.803	1R	0.0367	0.449	0	0.52	0.27	85.344	322933	NA	classic rock	NA
6pz4tdLoIDJdnpXnisSDCK	Halaga	Parokya Ni Edgar	61	6pz4tdLoIDJdnpXnisSDCK	Gulong Itlog Gulong	1999	Pinoy Classic Rock	6pz4tdLoIDJdnpXnisSDCK	0.489_0.57	2	-9.197	1	0.0364	0.132	1.39e-06	0.274	0.643	134.486	352120	NA	classic rock	NA
6379OM1UeWonOckjr8ikLh	Bagsakan	Parokya Ni Edgar	54	6379OM1UeWonOckjr8ikLh	Halina Sa Parokya	2005	Pinoy Classic Rock	6379OM1UeWonOckjr8ikLh	0.781_0.943	7	-5.738	0	0.101	0.246	8.02e-06	0.253	0.651	135.005	207933	NA	classic rock	NA
4B3UHhdjB6dkOtjalFQREm	Gusto Ko Lamang Sa Buhay	Itchyworms	51	4B3UHhdjB6dkOtjalFQREm	When I Met You	2008-07-28	Pinoy Classic Rock	4B3UHhdjB6dkOtjalFQREm	0.505_0.836	2	-6.197	1	0.0389	0.00963	0	0.161	0.684	146.108	279280	NA	classic rock	NA
6F4kIwgUAFU87bqpga91TR	Tensionado	Soapdish	1	6F4kIwgUAFU87bqpga91TR	Soapdish Reloaded	2006-09-12	Pinoy Classic Rock	6F4kIwgUAFU87bqpga91TR	0.526_0.526	9	-6.287	1R	0.0253	0.702	0	0.0738	0.248	140.557	196693	NA	classic rock	NA
1jImST6hhs1EV45p78RBpM	Stay	Cueshe	57	1jImST6hhs1EV45p78RBpM	Half Empty, Half Full	2005-06-09	Pinoy Classic Rock	1jImST6hhs1EV45p78RBpM	0.306_0.494	9	-7.748	1	0.0287	0.0211	0	0.0972	0.161	157.224	235707	NA	classic rock	NA
4ze6zk0fJVjqfbeUSBGjzf	Harana	Parokya Ni Edgar	45	4ze6zk0fJVjqfbeUSBGjzf	Inuman Sessions, Vol. 1	2004	Pinoy Classic Rock	4ze6zk0fJVjqfbeUSBGjzf	0.52_0.532	7	-10.872	1	0.0659	0.231	1.28e-05	0.237	0.628	164.788	262333	NA	classic rock	NA
6urc3cyjdF95Ip04L0rDDE	Sige	6cyclemind	52	6urc3cyjdF95Ip04L0rDDE	Permission To Shine	2003-11-18	Pinoy Classic Rock	6urc3cyjdF95Ip04L0rDDE	0.378_0.749	0	-4.465	1	0.0458	0.174	0	0.123	0.521	160.61	313613	NA	classic rock	NA
0yBNB2Ba5Wdh2YDIVqZJTW	Your Love	Alamid	51	0yBNB2Ba5Wdh2YDIVqZJTW	Acoustic Likes	2012-09-18	Pinoy Classic Rock	0yBNB2Ba5Wdh2YDIVqZJTW	0.353_0.357	7	-13.899	1	0.0391	0.399	0	0.0845	0.235	76.574	328667	NA	classic rock	NA
4f2N5TmeBDDHjBuuGUgFF7	The Yes Yes Show	Parokya Ni Edgar	46	4f2N5TmeBDDHjBuuGUgFF7	Inuman Sessions, Vol. 1	2004	Pinoy Classic Rock	4f2N5TmeBDDHjBuuGUgFF7	0.608_0.94	4	-4.625	0	0.232	0.626	0	0.816	0.601	102.686	292093	NA	classic rock	NA
7CGJHhn4CmqNSNQJrSlbLm	Klsp	Sponge Cola	47	7CGJHhn4CmqNSNQJrSlbLm	Palabas & Transit Collection	2013	Pinoy Classic Rock	7CGJHhn4CmqNSNQJrSlbLm	0.469_0.919	8	-3.55	1	0.0434	0.0753	2.66e-06	0.096	0.463	85.064	216507	NA	classic rock	NA
6Ql7vGoL1FE7FgRW54l3NC	Ituloy Mo Lang	Siakol	0	6Ql7vGoL1FE7FgRW54l3NC	Siakol Tropa	2010-08-04	Pinoy Classic Rock	6Ql7vGoL1FE7FgRW54l3NC	0.377_0.737	9	-5.414	1	0.0317	0.0199	2.69e-06	0.317	0.35	150.558	339905	NA	classic rock	NA
3gyEt1vswIEbpQqBs18Lha	Harana	Parokya Ni Edgar	62	3gyEt1vswIEbpQqBs18Lha	Buruguduystunstugudunstuy	1997	Pinoy Classic Rock	3gyEt1vswIEbpQqBs18Lha	0.58_0.159	7	-22.087	1	0.0569	0.792	9.18212173045613	0.108	0.424	151.419	182200	NA	classic rock	NA
0GQjTATSapMJFHoKXiqprG	Anghel	Stonefree	47	0GQjTATSapMJFHoKXiqprG	Delorean	2006-01-30	Pinoy Classic Rock	0GQjTATSapMJFHoKXiqprG	0.312_0.815	11	-5.316	1	0.0436	0.0605	0	0.118	0.372	153.064	218960	NA	classic rock	NA
4jzj9Pt1UiXpGt7gA0KSVb	Sugod	Sandwich	42	4jzj9Pt1UiXpGt7gA0KSVb	Five on the Floor	2006	Pinoy Classic Rock	4jzj9Pt1UiXpGt7gA0KSVb	0.523_0.906	7	-4.761	1	0.12	0.0843	0.000892	0.229	0.885	161.221	180960	NA	classic rock	NA
