track_id	ZZtrack_name89	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	pop	rap	rock	r&b	edm
1Xi28qSSoARTXiqMwb8Srg	The Palisades	Childish Gambino	1	1Xi28qSSoARTXiqMwb8Srg	Kauai	2014-10-03	indie poptimism	1Xi28qSSoARTXiqMwb8Srg	0.738_0.718	8	-5.905	1	0.0606	0.00725	9.22348219584674	0.127	0.491	100.055	190907	indie poptimism	NA	NA	NA	NA
3v64IAj0C9myTAtDsUAqR3	The Things We Used to Share	Thomas Sanders	56	3v64IAj0C9myTAtDsUAqR3	The Things We Used to Share	3000-07-27	indie poptimism	3v64IAj0C9myTAtDsUAqR3	0.617_0.39	0	-8.681	1	0.062	0.951	5.82e-06	0.128	0.381	141.953	203583	indie poptimism	NA	NA	NA	NA
6BBfG9FiwJhRVMCd9IYl6c	In The Middle	dodie	58	6BBfG9FiwJhRVMCd9IYl6c	You - EP	3000-08-11	indie poptimism	6BBfG9FiwJhRVMCd9IYl6c	0.823_0.52	5	-12.873	0	0.0831	0.364	0.00434	0.0772	0.685	111.028	181633	indie poptimism	NA	NA	NA	NA
3ZiuxcBeRanTjfHzVBuuQe	Would You Be So Kind	dodie	65	3ZiuxcBeRanTjfHzVBuuQe	You - EP	3000-08-11	indie poptimism	3ZiuxcBeRanTjfHzVBuuQe	0.662_0.614	4	-9.621	1A	0.204	0.158	0.00019	0.126	0.616	160.068	180952	indie poptimism	NA	NA	NA	NA
1U0nWcWMR1gyHEHBvx5YpW	You	dodie	54	1U0nWcWMR1gyHEHBvx5YpW	You - EP	3000-08-11	indie poptimism	1U0nWcWMR1gyHEHBvx5YpW	0.586_0.659	10	-12.256	1	0.196	0.844	5.32e-05	0.313	0.715	155.357	170975	indie poptimism	NA	NA	NA	NA
7KA4W4McWYRpgf0fWsJZWB	See You Again (feat. Kali Uchis)	Tyler, The Creator	79	7KA4W4McWYRpgf0fWsJZWB	Flower Boy	3000-07-21	indie poptimism	7KA4W4McWYRpgf0fWsJZWB	0.558_0.559	6	-9.222	1	0.0959	0.371	7.49e-06	0.109	0.62	78.558	180387	indie poptimism	NA	NA	NA	NA
47Bg6IrMed1GPbxRgwH2aC	Best Friend	Rex Orange County	81	47Bg6IrMed1GPbxRgwH2aC	Best Friend	3000-01-25	indie poptimism	47Bg6IrMed1GPbxRgwH2aC	0.575_0.714	6	-5.247	1	0.0596	0.395	0	0.115	0.32	144.982	262231	indie poptimism	NA	NA	NA	NA
4P9mkwYxReeSJDsUvUtAkE	Mind	Declan McKenna	50	4P9mkwYxReeSJDsUvUtAkE	What Do You Think About the Car?	3000-07-21	indie poptimism	4P9mkwYxReeSJDsUvUtAkE	0.437_0.785	8	-5.781	1	0.0277	0.00461	6.95e-05	0.231	0.58	180.922	260267	indie poptimism	NA	NA	NA	NA
5Bge1Dsqjc14hhGguYML5w	Why Do You Feel So Down	Declan McKenna	68	5Bge1Dsqjc14hhGguYML5w	What Do You Think About the Car?	3000-07-21	indie poptimism	5Bge1Dsqjc14hhGguYML5w	0.545_0.907	7	-5.852	1	0.0416	0.0583	0	0.102	0.44	114.523	220707	indie poptimism	NA	NA	NA	NA
28GbaBYFpYi1J61fXnGSfd	Apricot Princess	Rex Orange County	63	28GbaBYFpYi1J61fXnGSfd	Apricot Princess	3000-04-26	indie poptimism	28GbaBYFpYi1J61fXnGSfd	0.399_0.468	2	-8.646	1	0.0336	0.244	0.000168	0.103	0.249	111.884	238480	indie poptimism	NA	NA	NA	NA
4V3VshJLUTCIWa77YiAkvM	Winter	Khalid	65	4V3VshJLUTCIWa77YiAkvM	American Teen	3000-04-27	indie poptimism	4V3VshJLUTCIWa77YiAkvM	0.678_0.575	1	-7.086	1	0.123	0.101	9.38e-06	0.116	0.367	100.007	241867	indie poptimism	NA	NA	NA	NA
1RGasjWLZ4qMN7wbtkLa3u	my boy	Billie Eilish	80	1RGasjWLZ4qMN7wbtkLa3u	dont smile at me	3000-12-22	indie poptimism	1RGasjWLZ4qMN7wbtkLa3u	0.692_0.394	11	-8.745	0	0.207	0.472	0.000191	0.117	0.324	89.936	170852	indie poptimism	NA	NA	NA	NA
2yrJ1jWo3HLksJFUqUsZE4	The Love Club	Lorde	66	2yrJ1jWo3HLksJFUqUsZE4	Pure Heroine (Extended)	2013-01-01	indie poptimism	2yrJ1jWo3HLksJFUqUsZE4	0.794_0.493	5	-7.257	1A	0.0563	0.212	0.0133	0.13	0.626	92.026	201434	indie poptimism	NA	NA	NA	NA
6IIcLzR05sN1gk4ngzz7Kk	Supercut	Lorde	62	6IIcLzR05sN1gk4ngzz7Kk	Melodrama	3000-11-10	indie poptimism	6IIcLzR05sN1gk4ngzz7Kk	0.562_0.437	0	-10.229	1	0.052	0.219	2.18e-05	0.0806	0.15	124.852	277506	indie poptimism	NA	NA	NA	NA
0TEekvXTomKt3hdXDZxxeW	Ribs	Lorde	58	0TEekvXTomKt3hdXDZxxeW	Pure Heroine (Extended)	2013-01-01	indie poptimism	0TEekvXTomKt3hdXDZxxeW	0.511_0.472	4	-9.277	1	0.091	0.534	0.614	0.11	0.0399	127.978	258969	indie poptimism	NA	NA	NA	NA
4H7WNRErSbONkM06blBoGc	Stay	Post Malone	78	4H7WNRErSbONkM06blBoGc	beerbongs & bentleys	2018-04-27	indie poptimism	4H7WNRErSbONkM06blBoGc	0.507_0.48	5	-5.418	1A	0.0266	0.449	0	0.147	0.35	86.046	204427	indie poptimism	NA	NA	NA	NA
59lmc1erBarSFuxFLxCzVX	Get Upset	Soy Christmas	33	59lmc1erBarSFuxFLxCzVX	Spent - EP	2016-12-06	indie poptimism	59lmc1erBarSFuxFLxCzVX	0.679_0.562	3	-10.841	1	0.0351	0.891	0.352	0.137	0.192	87.953	198068	indie poptimism	NA	NA	NA	NA
3YW7AWZMCvNBYBPoFdebTh	Weight Of It All	Handsome Ghost	39	3YW7AWZMCvNBYBPoFdebTh	Steps	2015-03-10	indie poptimism	3YW7AWZMCvNBYBPoFdebTh	0.577_0.572	1	-8.908	1	0.114	0.141	4.02e-05	0.209	0.394	166.099	205707	indie poptimism	NA	NA	NA	NA
248OFOZef6ShXv6DGgbnxU	Saved	Khalid	75	248OFOZef6ShXv6DGgbnxU	American Teen	3000-04-27	indie poptimism	248OFOZef6ShXv6DGgbnxU	0.739_0.448	10	-10.28	0A	0.138	0.189	0	0.118	0.553	81.044	206533	indie poptimism	NA	NA	NA	NA
1RMJOxR6GRPsBHL8qeC2ux	Best Part (feat. H.E.R.)	Daniel Caesar	79	1RMJOxR6GRPsBHL8qeC2ux	Freudian	3000-08-25	indie poptimism	1RMJOxR6GRPsBHL8qeC2ux	0.524_0.364	7	-10.209	1	0.0367	0.808	0	0.1	0.436	75.24	209831	indie poptimism	NA	NA	NA	NA
7stcuQtnHL7C6XdPvpwywv	Vertigo	Khalid	67	7stcuQtnHL7C6XdPvpwywv	Suncity	2018-10-19	indie poptimism	7stcuQtnHL7C6XdPvpwywv	0.487_0.458	4	-7.761	0	0.0371	0.552	0.0257	0.117	0.207	115.989	270413	indie poptimism	NA	NA	NA	NA
4EpZ4eYuZOwPSSwyqpdHnJ	Sunflower	Rex Orange County	79	4EpZ4eYuZOwPSSwyqpdHnJ	Sunflower	3000-03-22	indie poptimism	4EpZ4eYuZOwPSSwyqpdHnJ	0.384_0.765	6	-4.463	1A	0.0579	0.646	0.00352	0.522	0.567	129.903	252231	indie poptimism	NA	NA	NA	NA
4zvHZWOGyL7WcmqHOgtGCW	Everytime	boy pablo	70	4zvHZWOGyL7WcmqHOgtGCW	Roy Pablo	3000-05-19	indie poptimism	4zvHZWOGyL7WcmqHOgtGCW	0.431_0.669	2	-10.065	1	0.035	0.0252	0.0433	0.117	0.855	203.906	172941	indie poptimism	NA	NA	NA	NA
53G729jc38JTStNPNX4dF1	Nothing in Return	Monsune	52	53G729jc38JTStNPNX4dF1	Nothing in Return	3000-10-13	indie poptimism	53G729jc38JTStNPNX4dF1	0.672_0.739	11	-5.747	0A	0.0695	0.551	0.046	0.182	0.685	100.004	232200	indie poptimism	NA	NA	NA	NA
3p7byaSR5J1he8vvDkxirp	Honey	Johnny Balik	55	3p7byaSR5J1he8vvDkxirp	Honey	2018-01-26	indie poptimism	3p7byaSR5J1he8vvDkxirp	0.756_0.469	6	-8.491	0	0.469	0.625	0	0.129	0.623	139.85	236491	indie poptimism	NA	NA	NA	NA
0q0UHaklzSXTGIaENBn0QV	Suburbia	Muskoka	1	0q0UHaklzSXTGIaENBn0QV	Suburbia	2016-08-29	indie poptimism	0q0UHaklzSXTGIaENBn0QV	0.56_0.342	9	-11.07	1	0.0326	0.864	0.00164	0.0964	0.293	153.655	312287	indie poptimism	NA	NA	NA	NA
6iSTWxErxiep4YiYjXGmSo	Want	Angus Maude	0	6iSTWxErxiep4YiYjXGmSo	Apricity	3000-09-22	indie poptimism	6iSTWxErxiep4YiYjXGmSo	0.449_0.115	9	-10.706	0	0.0507	0.93	0	0.108	0.19	165.952	190680	indie poptimism	NA	NA	NA	NA
5EV4bGHxVN0kHpcAFvgnTt	Dance, Baby!	boy pablo	68	5EV4bGHxVN0kHpcAFvgnTt	Roy Pablo	3000-05-19	indie poptimism	5EV4bGHxVN0kHpcAFvgnTt	0.602_0.601	9	-8.521	1A	0.0411	0.0367	0.00459	0.312	0.858	122.013	198000	indie poptimism	NA	NA	NA	NA
6QfS2wq5sSC1xAJCQsTSlj	Shallow - Radio Edit	Lady Gaga	78	6QfS2wq5sSC1xAJCQsTSlj	A Star Is Born Soundtrack (Without Dialogue)	2018-10-05	indie poptimism	6QfS2wq5sSC1xAJCQsTSlj	0.575_0.33	7	-6.557	1	0.031	0.416	0	0.0872	0.277	95.801	217213	indie poptimism	NA	NA	NA	NA
4u9Y4Z9i9VaAbBK7rW1Rha	Meet Me in the Hallway	Harry Styles	71	4u9Y4Z9i9VaAbBK7rW1Rha	Harry Styles	3000-05-12	indie poptimism	4u9Y4Z9i9VaAbBK7rW1Rha	0.537_0.383	2	-6.528	1	0.0247	0.747	4.85332956723869	0.356	0.339	104.252	227200	indie poptimism	NA	NA	NA	NA
3Ri5PVHQ3VacOyPT4Pij62	SAYONARA	Aries	53	3Ri5PVHQ3VacOyPT4Pij62	SAYONARA	2018-04-11	indie poptimism	3Ri5PVHQ3VacOyPT4Pij62	0.548_0.63	5	-6.1	1	0.0343	0.0111	0.000721	0.128	0.338	75.972	180789	indie poptimism	NA	NA	NA	NA
7mjOxXnZYbGtgjyX0hqaLs	Losing You	boy pablo	65	7mjOxXnZYbGtgjyX0hqaLs	Soy Pablo	2018-10-05	indie poptimism	7mjOxXnZYbGtgjyX0hqaLs	0.597_0.771	5	-10.717	1A	0.0394	0.0111	4.68e-06	0.0987	0.811	104.008	186681	indie poptimism	NA	NA	NA	NA
467t3218y3yihFcyDGWjr0	Skin	Dijon	67	467t3218y3yihFcyDGWjr0	Skin	2018-04-19	indie poptimism	467t3218y3yihFcyDGWjr0	0.674_0.616	7	-3.471	1	0.0272	0.512	2.1e-06	0.331	0.551	94.934	230625	indie poptimism	NA	NA	NA	NA
6ILog1T1vfQMxHm0Wok2O0	Pisces	RIZ LA VIE	1	6ILog1T1vfQMxHm0Wok2O0	Found.	3000-01-17	indie poptimism	6ILog1T1vfQMxHm0Wok2O0	0.708_0.38	3	-9.088	1	0.0948	0.763	0	0.123	0.217	113.1	255929	indie poptimism	NA	NA	NA	NA
2rd4FH1cSaWGc0ZiUaMbX9	Lover Boy	Phum Viphurit	67	2rd4FH1cSaWGc0ZiUaMbX9	Lover Boy	2018-03-22	indie poptimism	2rd4FH1cSaWGc0ZiUaMbX9	0.798_0.556	11	-8.597	1	0.0303	0.527	0.000353	0.0959	0.627	109.994	236727	indie poptimism	NA	NA	NA	NA
5sHde7fFQ5TthEulnBllhi	California	Childish Gambino	2	5sHde7fFQ5TthEulnBllhi	"Awaken, My Love!"	2016-12-02	indie poptimism	5sHde7fFQ5TthEulnBllhi	0.878_0.436	3	-11.184	1	0.558	0.306	0	0.112	0.861	148.94	165267	indie poptimism	NA	NA	NA	NA
7vGGAJBkHKxKtOnGjQduDV	Saturday Nights	Khalid	72	7vGGAJBkHKxKtOnGjQduDV	Suncity	2018-10-19	indie poptimism	7vGGAJBkHKxKtOnGjQduDV	0.54_0.439	10	-8.591	1	0.115	0.635	1.93e-05	0.0993	0.371	167.908	209547	indie poptimism	NA	NA	NA	NA
4BqwtA09d5FIHbdL3FZRxi	Oh No	Andrew Bird	38	4BqwtA09d5FIHbdL3FZRxi	Noble Beast	2008	indie poptimism	4BqwtA09d5FIHbdL3FZRxi	0.804_0.467	0	-10.345	0	0.042	0.554	0.00188	0.101	0.368	119.648	260760	indie poptimism	NA	NA	NA	NA
5WNYg3usc6H8N3MBEp4zVk	Boredom (feat. Rex Orange County & Anna of the North)	Tyler, The Creator	74	5WNYg3usc6H8N3MBEp4zVk	Flower Boy	3000-07-21	indie poptimism	5WNYg3usc6H8N3MBEp4zVk	0.559_0.578	8	-9.54	1	0.151	0.79	0.000522	0.324	0.239	79.938	320720	indie poptimism	NA	NA	NA	NA
22vU1n5k6pOuY6VOnQo3oz	Paradise	Rex Orange County	59	22vU1n5k6pOuY6VOnQo3oz	Bcos U Will Never B Free	2016-11-07	indie poptimism	22vU1n5k6pOuY6VOnQo3oz	0.755_0.527	5	-14.475	1	0.0656	0.0881	0.00653	0.202	0.362	107.729	217500	indie poptimism	NA	NA	NA	NA
5EYi2rH4LYs6M21ZLOyQTx	Loving Is Easy	Rex Orange County	80	5EYi2rH4LYs6M21ZLOyQTx	Loving Is Easy	3000-10-11	indie poptimism	5EYi2rH4LYs6M21ZLOyQTx	0.756_0.609	3	-7.927	1	0.0544	0.217	0.00474	0.096	0.537	117.023	155720	indie poptimism	NA	NA	NA	NA
02tvc9CFnTyHuSRlGeNv9w	Corduroy Dreams	Rex Orange County	75	02tvc9CFnTyHuSRlGeNv9w	Bcos U Will Never B Free	2016-11-07	indie poptimism	02tvc9CFnTyHuSRlGeNv9w	0.61_0.305	4	-14.037	1	0.053	0.653	0	0.103	0.222	113.818	206975	indie poptimism	NA	NA	NA	NA
3rIKurK8njiyQvZQsSU6bl	Nothing	Rex Orange County	62	3rIKurK8njiyQvZQsSU6bl	Apricot Princess	3000-04-26	indie poptimism	3rIKurK8njiyQvZQsSU6bl	0.725_0.418	9	-8.799	1A	0.0309	0.346	1.01e-06	0.0658	0.378	77.923	293347	indie poptimism	NA	NA	NA	NA
2ZWlPOoWh0626oTaHrnl2a	Ivy	Frank Ocean	77	2ZWlPOoWh0626oTaHrnl2a	Blonde	2016-08-20	indie poptimism	2ZWlPOoWh0626oTaHrnl2a	0.567_0.388	9	-9.579	0	0.0384	0.782	0.000309	0.248	0.452	116.362	249191	indie poptimism	NA	NA	NA	NA
52Y7fihwIppKrBaNFwb56D	Cannonball	Dijon	39	52Y7fihwIppKrBaNFwb56D	Cannonball	2019-02-06	indie poptimism	52Y7fihwIppKrBaNFwb56D	0.51_0.294	1	-8.24	0	0.0565	0.283	0	0.0825	0.396	121.442	159150	indie poptimism	NA	NA	NA	NA
6UkzqKiOsrcOSmaRiOEQRb	SunshineBloom	Liltrxptendo	33	6UkzqKiOsrcOSmaRiOEQRb	SunshineBloom	2018-10-24	indie poptimism	6UkzqKiOsrcOSmaRiOEQRb	0.717_0.543	1	-8.536	1	0.062	0.358	0.0104	0.0906	0.55	82.974	163374	indie poptimism	NA	NA	NA	NA
4c57ZlmIohTkITIGzyE197	Stranger	Dijon	48	4c57ZlmIohTkITIGzyE197	Stranger	3000-10-18	indie poptimism	4c57ZlmIohTkITIGzyE197	0.476_0.652	11	-5.247	1	0.101	0.033	0	0.217	0.357	182.597	169180	indie poptimism	NA	NA	NA	NA
1zGwWmxXJHFes4dfkbnBUC	Limbo (feat. Gilli)	NODE	61	1zGwWmxXJHFes4dfkbnBUC	Limbo (feat. Gilli)	2020-01-10	DK rap	1zGwWmxXJHFes4dfkbnBUC	0.827_0.682	6	-5.837	1	0.102	0.0988	0	0.225	0.844	130.009	169206	NA	hip hop	NA	NA	NA
332HLjESTywYrDN5is9mdT	Dobbelt (feat. Dayzon)	Jamaika	59	332HLjESTywYrDN5is9mdT	Dedikeret	2020-01-01	DK rap	332HLjESTywYrDN5is9mdT	0.832_0.721	6	-5.678	0	0.103	0.104	2.99e-06	0.0823	0.522	99.89	168071	NA	hip hop	NA	NA	NA
0oHSxbawtdWBH9N8SqCjfq	La Trompeta (feat. MellemFingaMuzik)	Camur	49	0oHSxbawtdWBH9N8SqCjfq	La Trompeta (feat. MellemFingaMuzik)	2020-01-17	DK rap	0oHSxbawtdWBH9N8SqCjfq	0.848_0.672	10	-5.728	0	0.275	0.215	0	0.178	0.859	105.131	169682	NA	hip hop	NA	NA	NA
74UxMl2RwVslYvWd9cGmlL	Helt Stabil	Fouli	58	74UxMl2RwVslYvWd9cGmlL	Helt Stabil	2019-12-06	DK rap	74UxMl2RwVslYvWd9cGmlL	0.843_0.671	2	-6.672	1	0.286	0.346	0	0.111	0.745	101.942	155608	NA	hip hop	NA	NA	NA
2xeiAqqHWYXQMWk6s2aQdw	Kaerlighed (feat. Gilli & Kesi)	ATYPISK	69	2xeiAqqHWYXQMWk6s2aQdw	A NIVEAU	2019-11-14	DK rap	2xeiAqqHWYXQMWk6s2aQdw	0.903_0.686	2	-5.065	1A	0.114	0.013	0	0.0484	0.686	114.98	173183	NA	hip hop	NA	NA	NA
3LdRxPZLIouyXVFrJVLwg8	Sjakalina	Tessa	63	3LdRxPZLIouyXVFrJVLwg8	Sjakalina	2019-12-27	DK rap	3LdRxPZLIouyXVFrJVLwg8	0.916_0.58	5	-7.092	0	0.26	0.0748	3.93028669820633	0.123	0.568	102.04	165294	NA	hip hop	NA	NA	NA
21PXwOjWFh5XlwTia05t3p	Bonnie & Clyde (Carmon X Alrima)	Carmon	45	21PXwOjWFh5XlwTia05t3p	Bonnie & Clyde (Carmon X Alrima)	2020-01-16	DK rap	21PXwOjWFh5XlwTia05t3p	0.828_0.706	7	-6.597	0	0.169	0.0223	6.45e-05	0.0798	0.43	103.121	171212	NA	hip hop	NA	NA	NA
1KKayLqz1vq8jdyRiYSVyx	Flytilstand	Benny Jamz	61	1KKayLqz1vq8jdyRiYSVyx	Flytilstand	2019-12-19	DK rap	1KKayLqz1vq8jdyRiYSVyx	0.824_0.716	7	-4.504	0	0.0732	0.0608	0	0.262	0.329	99.991	147988	NA	hip hop	NA	NA	NA
3oP9C6MAm8i4SvYB37GDto	Balenci	Larry 44	57	3oP9C6MAm8i4SvYB37GDto	Balenci	2019-11-22	DK rap	3oP9C6MAm8i4SvYB37GDto	0.743_0.672	2	-5.881	0	0.277	0.153	0	0.194	0.275	139.919	171598	NA	hip hop	NA	NA	NA
6VW9gXYrQiTaWiR2Svql03	Jaloux (feat. ATYPISK)	Simsey	56	6VW9gXYrQiTaWiR2Svql03	Jaloux (feat. ATYPISK)	2020-01-10	DK rap	6VW9gXYrQiTaWiR2Svql03	0.746_0.625	5	-3.989	0	0.117	0.116	0	0.0834	0.276	144.122	160617	NA	hip hop	NA	NA	NA
5TKuvTO4jj4trnmMnqEpoJ	London Town	Branco	67	5TKuvTO4jj4trnmMnqEpoJ	London Town	2019-10-04	DK rap	5TKuvTO4jj4trnmMnqEpoJ	0.857_0.541	1	-7.272	0	0.283	0.419	1.36e-06	0.108	0.565	101.913	173934	NA	hip hop	NA	NA	NA
1tNuRv1Wcagp2f3FVcgknp	Sinaloa Stil	Shooter Gang	61	1tNuRv1Wcagp2f3FVcgknp	Sinaloa Stil	2019-11-22	DK rap	1tNuRv1Wcagp2f3FVcgknp	0.846_0.6	1	-8.149	1A	0.203	0.268	0	0.104	0.336	100.05	158400	NA	hip hop	NA	NA	NA
6aq0IJ1Ftp7PoJfPum2oMM	Laerte Hende Alt (feat. Laerke Emilie)	ATYPISK	64	6aq0IJ1Ftp7PoJfPum2oMM	A NIVEAU	2019-11-14	DK rap	6aq0IJ1Ftp7PoJfPum2oMM	0.584_0.627	4	-4.607	1	0.187	0.251	0	0.0891	0.528	90.879	164726	NA	hip hop	NA	NA	NA
6WZHm21UPkvcmh5VLjhFZg	Ingenting At Sige (feat. NODE)	Gilli	60	6WZHm21UPkvcmh5VLjhFZg	Kiko	2019-07-13	DK rap	6WZHm21UPkvcmh5VLjhFZg	0.821_0.561	7	-6.682	1	0.205	0.0104	0	0.0954	0.568	99.981	189226	NA	hip hop	NA	NA	NA
4jyT77UqVTx5vbP6VYV46v	Prestige	Danni	51	4jyT77UqVTx5vbP6VYV46v	Prestige	2020-01-10	DK rap	4jyT77UqVTx5vbP6VYV46v	0.707_0.589	5	-8.347	0	0.288	0.108	0	0.102	0.641	148.154	150742	NA	hip hop	NA	NA	NA
0qgqH6VqlkIXj45e5tTFCH	Verden Vender	Branco	66	0qgqH6VqlkIXj45e5tTFCH	Verden Vender	2019-10-31	DK rap	0qgqH6VqlkIXj45e5tTFCH	0.711_0.623	6	-8.617	0A	0.0679	0.0256	0	0.399	0.46	119.965	181161	NA	hip hop	NA	NA	NA
5B6QJikgE2fsGpR1BBkapc	Brandvarm	Josef Og Elias	63	5B6QJikgE2fsGpR1BBkapc	Brandvarm	2019-11-22	DK rap	5B6QJikgE2fsGpR1BBkapc	0.782_0.459	2	-7.526	0	0.207	0.0675	5.42783680777065	0.122	0.22	84.983	161125	NA	hip hop	NA	NA	NA
2plHsnfOSAKrXqOulEYPEn	Mafiosa	NODE	53	2plHsnfOSAKrXqOulEYPEn	Samme Vej	2019-11-08	DK rap	2plHsnfOSAKrXqOulEYPEn	0.829_0.717	3	-7.112	0	0.0537	0.493	3.99e-05	0.0767	0.754	119.943	191534	NA	hip hop	NA	NA	NA
4bgUQ9g4Wu2RFyRGV4lCwT	Ojne	Marco Rahim	34	4bgUQ9g4Wu2RFyRGV4lCwT	MACS	2020-01-17	DK rap	4bgUQ9g4Wu2RFyRGV4lCwT	0.834_0.676	10	-6.345	0	0.165	0.158	0	0.113	0.534	101.96	162843	NA	hip hop	NA	NA	NA
45GshECNB7YmOu9yM8Y039	Balou	Benny Jamz	62	45GshECNB7YmOu9yM8Y039	Balou	2019-11-07	DK rap	45GshECNB7YmOu9yM8Y039	0.907_0.531	10	-6.756	0	0.114	0.124	0.0044	0.12	0.299	105.012	129012	NA	hip hop	NA	NA	NA
4Jh3p0TydgTJZ444pPhVvd	STANDARD	I$WAAL	57	4Jh3p0TydgTJZ444pPhVvd	STANDARD	2019-10-04	DK rap	4Jh3p0TydgTJZ444pPhVvd	0.72_0.673	4	-5.886	0	0.215	0.286	0	0.117	0.222	140.171	207429	NA	hip hop	NA	NA	NA
53Z8vzEI2bbqpsSZ8dFSOt	Holdet (feat. NODE)	Jamaika	58	53Z8vzEI2bbqpsSZ8dFSOt	Holdet (feat. NODE)	2019-12-11	DK rap	53Z8vzEI2bbqpsSZ8dFSOt	0.573_0.604	7	-6.583	0	0.083	0.105	0	0.572	0.424	97.766	172641	NA	hip hop	NA	NA	NA
6w4m3QzPmde3x96lVZFtso	Himalaya	Larry 44	54	6w4m3QzPmde3x96lVZFtso	Himalaya	2019-09-20	DK rap	6w4m3QzPmde3x96lVZFtso	0.696_0.504	8	-6.68	0	0.066	0.247	0	0.141	0.35	141.883	183560	NA	hip hop	NA	NA	NA
7IlYDWKUtjuQ1xPf6KAzWc	Shopping (feat. Kesi & Stepz)	Benny Jamz	57	7IlYDWKUtjuQ1xPf6KAzWc	1010	2020-01-01	DK rap	7IlYDWKUtjuQ1xPf6KAzWc	0.809_0.632	11	-7.626	0	0.186	0.26	1.05e-05	0.0716	0.519	140.036	214247	NA	hip hop	NA	NA	NA
2He7ZIvNyBo188a6hvS0zT	Ben	Tessa	66	2He7ZIvNyBo188a6hvS0zT	Ben	2019-10-11	DK rap	2He7ZIvNyBo188a6hvS0zT	0.897_0.536	1	-5.612	0	0.308	0.398	0	0.338	0.71	92.984	176129	NA	hip hop	NA	NA	NA
4qTzlVKdemz4egoePc5GsV	Monte Carlo	Jimilian	59	4qTzlVKdemz4egoePc5GsV	Monte Carlo	2019-10-11	DK rap	4qTzlVKdemz4egoePc5GsV	0.79_0.799	6	-5.275	1	0.15	0.123	0	0.0575	0.794	100.023	146400	NA	hip hop	NA	NA	NA
4cverjLJx5N3xMiG4Vla7u	Alle Dem	ICEKIID	55	4cverjLJx5N3xMiG4Vla7u	Alle Dem	2019-11-22	DK rap	4cverjLJx5N3xMiG4Vla7u	0.718_0.717	3	-7.292	0	0.236	0.132	1.39e-05	0.132	0.744	156.079	163940	NA	hip hop	NA	NA	NA
5TxcaqtknKAAdshjQCXfBG	Ra Ta Ta Ta (feat. Stepz)	NODE	55	5TxcaqtknKAAdshjQCXfBG	Samme Vej	2019-11-08	DK rap	5TxcaqtknKAAdshjQCXfBG	0.665_0.735	5	-6.312	1	0.111	0.0923	0	0.129	0.415	167.986	214055	NA	hip hop	NA	NA	NA
5pktQTAcKamiILPjUZbCLs	Kawasaki	Jamaika	54	5pktQTAcKamiILPjUZbCLs	Dedikeret	2020-01-01	DK rap	5pktQTAcKamiILPjUZbCLs	0.705_0.651	0	-5.794	0	0.0765	0.079	6.2459057915723	0.113	0.569	127.902	163904	NA	hip hop	NA	NA	NA
1AwE3VLo6qlJ2xi1oS3BwE	Endnu (feat. Gilli, Benny Jamz & Branco)	Stepz	61	1AwE3VLo6qlJ2xi1oS3BwE	STEPZOLOGI	2019-09-12	DK rap	1AwE3VLo6qlJ2xi1oS3BwE	0.556_0.645	1	-7.21	0	0.581	0.136	0	0.135	0.476	199.689	212700	NA	hip hop	NA	NA	NA
2zykitlpirl2soC7LwtWP3	Protokol	Jamaika	56	2zykitlpirl2soC7LwtWP3	Protokol	2019-11-25	DK rap	2zykitlpirl2soC7LwtWP3	0.587_0.551	2	-8.523	0	0.236	0.106	0	0.0545	0.172	71.329	195012	NA	hip hop	NA	NA	NA
1Adv24faBNfctHoOJYoJLX	Fra Gaden (feat. Benny Jamz)	ATYPISK	55	1Adv24faBNfctHoOJYoJLX	A NIVEAU	2019-11-14	DK rap	1Adv24faBNfctHoOJYoJLX	0.733_0.7	2	-5.734	0	0.194	0.127	3.9562202606583	0.104	0.378	89.95	154795	NA	hip hop	NA	NA	NA
6ZvA8Difc7oFBxfZXJ6JuT	BDK (feat. Gilli)	KESI	62	6ZvA8Difc7oFBxfZXJ6JuT	888	2019-09-06	DK rap	6ZvA8Difc7oFBxfZXJ6JuT	0.839_0.699	7	-6.532	0	0.439	0.458	1.68551067302469	0.0789	0.669	130.015	173879	NA	hip hop	NA	NA	NA
3Dt3KBJAOwhU3PrfVPFRt1	Hvil I Fred (feat. Jamaika)	Xander	54	3Dt3KBJAOwhU3PrfVPFRt1	Hvil I Fred (feat. Jamaika)	2019-10-25	DK rap	3Dt3KBJAOwhU3PrfVPFRt1	0.776_0.547	5	-6.367	0	0.0416	0.0871	0	0.353	0.444	112.002	219872	NA	hip hop	NA	NA	NA
34FrYXSm9WiGCn7mT1lVuE	BeBe	Stepz	52	34FrYXSm9WiGCn7mT1lVuE	STEPZOLOGI	2019-09-12	DK rap	34FrYXSm9WiGCn7mT1lVuE	0.689_0.686	4	-5.049	0	0.419	0.227	5.58781984229572	0.0982	0.669	119.993	183073	NA	hip hop	NA	NA	NA
4PocOpOXL2QJZmeGTV4mso	Ufodte	Jamaika	55	4PocOpOXL2QJZmeGTV4mso	Ufodte	2019-10-11	DK rap	4PocOpOXL2QJZmeGTV4mso	0.49_0.59	1	-5.763	0	0.15	0.47	0	0.106	0.732	109.112	209318	NA	hip hop	NA	NA	NA
