track_id	ZZtrack_name89	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	rap	rock	latin	r&b
5ja8KwfwvnFf3Q7AEk4lua	Compton	LX	52	5ja8KwfwvnFf3Q7AEk4lua	Der Sampler 3	2015-01-30	Gangster Rap Deutsch	5ja8KwfwvnFf3Q7AEk4lua	0.568_0.633	0	-6.212	1	0.409	0.0154	0	0.123	0.5	81.304	164665	gangster rap	NA	NA	NA
4w5lLpNddC9X05bBxddqFT	Ballermann	187 Strassenbande	50	4w5lLpNddC9X05bBxddqFT	Sampler 4	2017-07-18	Gangster Rap Deutsch	4w5lLpNddC9X05bBxddqFT	0.584_0.758	1	-5.584	1	0.297	0.215	0	0.154	0.372	113.735	190066	gangster rap	NA	NA	NA
1BTJe38JAhmCvsnX3age5j	Schnapp!	Gzuz	57	1BTJe38JAhmCvsnX3age5j	Sampler 3	2015-01-30	Gangster Rap Deutsch	1BTJe38JAhmCvsnX3age5j	0.653_0.625	9	-6.895	1	0.305	0.0647	0	0.169	0.509	91.074	167907	gangster rap	NA	NA	NA
0W7iVjbLbE9yDDBeV45mAI	Ebbe & Flut	Gzuz	52	0W7iVjbLbE9yDDBeV45mAI	Ebbe & Flut	2015-10-09	Gangster Rap Deutsch	0W7iVjbLbE9yDDBeV45mAI	0.503_0.681	2	-5.383	1	0.368	0.194	0	0.34	0.237	86.697	212707	gangster rap	NA	NA	NA
1JEme3LPa3PqqVqshasC40	In der Hood	Azad	40	1JEme3LPa3PqqVqshasC40	NXTLVL	2017-07-21	Gangster Rap Deutsch	1JEme3LPa3PqqVqshasC40	0.703_0.741	5	-5.022	0	0.193	0.322	2.67e-06	0.208	0.388	167.841	186910	gangster rap	NA	NA	NA
1itdjHXFxPQUje5AsI5e9P	Hande hoch	Baba Saad	22	1itdjHXFxPQUje5AsI5e9P	Hande hoch	2017-11-06	Gangster Rap Deutsch	1itdjHXFxPQUje5AsI5e9P	0.609_0.613	1	-6.662	1	0.384	0.145	0	0.383	0.498	91.113	154768	gangster rap	NA	NA	NA
0T6VlW1YjEskHYnWacdTBP	Endlich wieder asozial	Baba Saad	23	0T6VlW1YjEskHYnWacdTBP	Yayo Tape II	2017-12-15	Gangster Rap Deutsch	0T6VlW1YjEskHYnWacdTBP	0.574_0.772	9	-6.173	1Q	0.443	0.254	0	0.141	0.576	174.17	180125	gangster rap	NA	NA	NA
5GPfIFxXgGtX0GenuJhYOZ	Echte Berliner	Bushido	20	5GPfIFxXgGtX0GenuJhYOZ	Black Friday	2017-06-09	Gangster Rap Deutsch	5GPfIFxXgGtX0GenuJhYOZ	0.896_0.636	11	-5.919	1	0.317	0.023	0	0.126	0.381	92.973	176733	gangster rap	NA	NA	NA
7cWeepjrwHswyR0lRPJxQC	Butterfly Effect	Bushido	22	7cWeepjrwHswyR0lRPJxQC	Carlo Cokxxx Nutten 3	2015-02-13	Gangster Rap Deutsch	7cWeepjrwHswyR0lRPJxQC	0.773_0.792	1	-5.13	1	0.157	0.139	0	0.209	0.501	95.044	179107	gangster rap	NA	NA	NA
6Q1InNFgkxVH3MXWtQofrv	Nuttooo	SSIO	1	6Q1InNFgkxVH3MXWtQofrv	BB.U.M.SS.N. (Spezial Edition)	2013-09-13	Gangster Rap Deutsch	6Q1InNFgkxVH3MXWtQofrv	0.801_0.951	7	-3.383	1Q	0.306	0.0503	0	0.163	0.582	95.06	214747	gangster rap	NA	NA	NA
2IkyuNAeE6WNkKZZB22k2h	Zahnlucke	Veysel	0	2IkyuNAeE6WNkKZZB22k2h	Audiovisuell	2014-10-17	Gangster Rap Deutsch	2IkyuNAeE6WNkKZZB22k2h	0.69_0.736	2	-5.023	1	0.259	0.0368	0	0.289	0.287	91.066	182987	gangster rap	NA	NA	NA
1ZU6gtKny8alXlok1haqVf	Bleib mal locker, Lan	Milonair	1	1ZU6gtKny8alXlok1haqVf	AMG	2014-03-21	Gangster Rap Deutsch	1ZU6gtKny8alXlok1haqVf	0.691_0.89	10	-2.665	0	0.333	0.228	1.48898443477228	0.0872	0.156	90.274	206187	gangster rap	NA	NA	NA
0gssRfxoOFfBeOIdclrTjF	Intro	Gzuz	55	0gssRfxoOFfBeOIdclrTjF	High & Hungrig 2	2016-05-27	Gangster Rap Deutsch	0gssRfxoOFfBeOIdclrTjF	0.627_0.762	6	-3.973	0	0.371	0.167	0	0.241	0.751	83.392	174907	gangster rap	NA	NA	NA
67frY4XkQx4nHlQh0tlul9	GMT Master	AchtVier	16	67frY4XkQx4nHlQh0tlul9	GMT Master	2017-11-17	Gangster Rap Deutsch	67frY4XkQx4nHlQh0tlul9	0.739_0.863	10	-4.902	0	0.199	0.048	0.000343	0.0575	0.415	95.027	174316	gangster rap	NA	NA	NA
4o3EgUJNsviwmugy8w0Sda	District	AK Ausserkontrolle	45	4o3EgUJNsviwmugy8w0Sda	Panzaknacka	2016-04-15	Gangster Rap Deutsch	4o3EgUJNsviwmugy8w0Sda	0.784_0.738	1	-7.685	1	0.348	0.0312	0.00334	0.23	0.373	93.988	163853	gangster rap	NA	NA	NA
0Wyw4EtWEyZ2ZEj4qoTfhM	Kein Ruckwartsgang	Celo & Abdi	0	0Wyw4EtWEyZ2ZEj4qoTfhM	Diaspora	2017-10-27	Gangster Rap Deutsch	0Wyw4EtWEyZ2ZEj4qoTfhM	0.79_0.644	11	-5.109	1	0.343	0.178	0	0.097	0.33	90.043	239139	gangster rap	NA	NA	NA
6diNIDVm0xuLUp2tYDkCoE	Molotov	AchtVier	27	6diNIDVm0xuLUp2tYDkCoE	Molotov	2015-09-25	Gangster Rap Deutsch	6diNIDVm0xuLUp2tYDkCoE	0.493_0.822	10	-5.078	0	0.336	0.109	0	0.178	0.329	86.341	177067	gangster rap	NA	NA	NA
0BP7uJvIKL26tsRut1VZML	Von unten nach oben	TaiMO	27	0BP7uJvIKL26tsRut1VZML	Von unten nach oben	2018-01-19	Gangster Rap Deutsch	0BP7uJvIKL26tsRut1VZML	0.719_0.739	2	-5.077	1	0.279	0.0849	0.00456	0.125	0.286	88.441	187667	gangster rap	NA	NA	NA
72rvJAszkpWxwsTlvl7v5m	Hustla	18 Karat	0	72rvJAszkpWxwsTlvl7v5m	Hustla	2018-01-12	Gangster Rap Deutsch	72rvJAszkpWxwsTlvl7v5m	0.462_0.852	6	-3.463	0	0.326	0.263	0	0.143	0.455	92.4	172173	gangster rap	NA	NA	NA
6glqOjvvv1aOwX1LeFaRtw	Geht Los!	Sa4	44	6glqOjvvv1aOwX1LeFaRtw	Der Sampler 3	2015-01-30	Gangster Rap Deutsch	6glqOjvvv1aOwX1LeFaRtw	0.703_0.743	9	-6.469	1	0.445	0.116	0	0.103	0.83	97.939	189007	gangster rap	NA	NA	NA
2FNdRtwXmvT6sPJBxHX3M8	A nach B	LOKO BEN	41	2FNdRtwXmvT6sPJBxHX3M8	A nach B	2017-01-26	Gangster Rap Deutsch	2FNdRtwXmvT6sPJBxHX3M8	0.485_0.73	5	-3.773	1	0.476	0.596	0	0.0592	0.57	179.336	217851	gangster rap	NA	NA	NA
19tG5zpcB0oWnLyVtwR5SO	Haramstufe Rot	Hanybal	0	19tG5zpcB0oWnLyVtwR5SO	Haramstufe Rot	2016-09-16	Gangster Rap Deutsch	19tG5zpcB0oWnLyVtwR5SO	0.52_0.828	1	-3.752	1	0.325	0.0279	7.06e-05	0.0676	0.479	80.903	255004	gangster rap	NA	NA	NA
0krFHPgZshdjyNNKwIodcU	Akhi Side	Sami	42	0krFHPgZshdjyNNKwIodcU	DeLaRue	2017-06-23	Gangster Rap Deutsch	0krFHPgZshdjyNNKwIodcU	0.624_0.77	7	-4.416	0	0.36	0.21	0	0.0784	0.885	127.213	170613	gangster rap	NA	NA	NA
1OnbbH3s2c77QYqjmJugQh	Hublot	18 Karat	38	1OnbbH3s2c77QYqjmJugQh	Geld Gold Gras (Deluxe Edition)	2018-03-09	Gangster Rap Deutsch	1OnbbH3s2c77QYqjmJugQh	0.773_0.813	2	-4.246	1	0.349	0.0527	0	0.285	0.321	117.288	211027	gangster rap	NA	NA	NA
0LIBpB6hgEmPyWaMoaMfBQ	Bandit	Hemso	52	0LIBpB6hgEmPyWaMoaMfBQ	Bandit	2018-02-23	Gangster Rap Deutsch	0LIBpB6hgEmPyWaMoaMfBQ	0.723_0.65	8	-7.521	1	0.64	0.275	0	0.322	0.755	93.795	202000	gangster rap	NA	NA	NA
04JmxH2IpgpIeZdbYswRq1	Azzlack Harami	Milonair	0	04JmxH2IpgpIeZdbYswRq1	AMG	2014-03-21	Gangster Rap Deutsch	04JmxH2IpgpIeZdbYswRq1	0.525_0.873	3	-4.006	0	0.355	0.122	0	0.0872	0.49	124.04	190933	gangster rap	NA	NA	NA
2nmTOIMQDRErGNlXRv6Z3N	WLSS	Veysel	0	2nmTOIMQDRErGNlXRv6Z3N	43 Blocktape	2017-11-02	Gangster Rap Deutsch	2nmTOIMQDRErGNlXRv6Z3N	0.568_0.88	11	-5.726	0	0.243	0.0479	2.35e-05	0.0809	0.407	123.739	201500	gangster rap	NA	NA	NA
0EaBAVmfrZbl8TNlLRzLhV	Lauft	Kurdo	30	0EaBAVmfrZbl8TNlLRzLhV	Slum Dog Millionaer (Deluxe Edition)	2014-01-10	Gangster Rap Deutsch	0EaBAVmfrZbl8TNlLRzLhV	0.424_0.677	7	-6.418	1	0.31	0.000464	0.0167	0.0904	0.444	74.429	194430	gangster rap	NA	NA	NA
7MOjajQlgTRJlgqoSeb73X	Lass mal dein Film	Reda Rwena	30	7MOjajQlgTRJlgqoSeb73X	Lass mal dein Film	2018-03-30	Gangster Rap Deutsch	7MOjajQlgTRJlgqoSeb73X	0.841_0.653	7	-7.875	1	0.137	0.0403	0.000257	0.143	0.37	127.013	139842	gangster rap	NA	NA	NA
2nMp5qXV1XylcwpfwHGKDK	Becher & Blunt	Haze	53	2nMp5qXV1XylcwpfwHGKDK	Die Zwielicht LP	2018-02-16	Gangster Rap Deutsch	2nMp5qXV1XylcwpfwHGKDK	0.763_0.68	2	-5.997	1	0.319	0.207	0	0.348	0.604	90.01	192329	gangster rap	NA	NA	NA
21lQkxmBJNOtVjfEWeohet	Leise	Haze	43	21lQkxmBJNOtVjfEWeohet	Die Zwielicht LP	2018-02-16	Gangster Rap Deutsch	21lQkxmBJNOtVjfEWeohet	0.611_0.706	9	-7.712	1Q	0.237	0.167	0	0.315	0.897	91.434	174160	gangster rap	NA	NA	NA
4WGv2uh5zowr2IHKVwLcQ2	Krokodil	Sa4	41	4WGv2uh5zowr2IHKVwLcQ2	Neue deutsche Quelle	2017-11-10	Gangster Rap Deutsch	4WGv2uh5zowr2IHKVwLcQ2	0.669_0.682	1	-4.878	1	0.332	0.0766	0.000286	0.201	0.246	174.089	150975	gangster rap	NA	NA	NA
2dRuZopi29Ob4jsxdESrcf	Mike Tyson - Bonustrack	Kurdo	35	2dRuZopi29Ob4jsxdESrcf	Blanco	2017-09-15	Gangster Rap Deutsch	2dRuZopi29Ob4jsxdESrcf	0.675_0.705	2	-4.35	0	0.264	0.276	0	0.119	0.672	85.064	198400	gangster rap	NA	NA	NA
5aDy7kSgepddFpgvzbfVoq	Boss	Bushido	0	5aDy7kSgepddFpgvzbfVoq	Aggro Ansage Nr.1 EP	2002-05-20	Gangster Rap Deutsch	5aDy7kSgepddFpgvzbfVoq	0.771_0.746	7	-4.501	1	0.146	0.242	0	0.0565	0.437	96.974	217400	gangster rap	NA	NA	NA
6bFFjmQROkra391KS8GUqK	Tot	BTNG	17	6bFFjmQROkra391KS8GUqK	Black Mamba	2017-01-27	Gangster Rap Deutsch	6bFFjmQROkra391KS8GUqK	0.652_0.687	6	-6.26	0Q	0.32	0.0652	0	0.126	0.353	92.34	193843	gangster rap	NA	NA	NA
233bKjb007eeHGDhK3uKit	Alte Schule Frankfurt	Du Maroc	26	233bKjb007eeHGDhK3uKit	Alte Schule Frankfurt	2018-04-20	Gangster Rap Deutsch	233bKjb007eeHGDhK3uKit	0.683_0.79	1	-6.093	1	0.314	0.266	0	0.266	0.523	96.008	164573	gangster rap	NA	NA	NA
75o7z16lEhLQFk1B9GkbHG	Black Friday	Bushido	20	75o7z16lEhLQFk1B9GkbHG	Black Friday	2017-06-09	Gangster Rap Deutsch	75o7z16lEhLQFk1B9GkbHG	0.627_0.838	10	-6.451	0	0.427	0.258	0	0.123	0.733	89.323	139893	gangster rap	NA	NA	NA
0LMdYkvJ4gcNr3d0D5dnt1	Realtalk Infinity	Jigzaw	31	0LMdYkvJ4gcNr3d0D5dnt1	Realtalk Infinity	2018-01-19	Gangster Rap Deutsch	0LMdYkvJ4gcNr3d0D5dnt1	0.729_0.606	9	-8.272	0	0.6	0.0125	8.8392216414446	0.308	0.516	114.527	225220	gangster rap	NA	NA	NA
0vti3nT1A5mKi1kgIu0ceg	Guzman	Gringo	8	0vti3nT1A5mKi1kgIu0ceg	Guzman	2018-05-11	Gangster Rap Deutsch	0vti3nT1A5mKi1kgIu0ceg	0.8_0.581	9	-5.536	0	0.167	0.232	1.1e-06	0.114	0.461	120.054	211000	gangster rap	NA	NA	NA
0BryGBaXMKkNapnKtbJJnb	Kannste ma sehn	Baba Saad	26	0BryGBaXMKkNapnKtbJJnb	Yayo Tape	2014	Gangster Rap Deutsch	0BryGBaXMKkNapnKtbJJnb	0.623_0.965	11	-4.686	0	0.263	0.105	0	0.0723	0.478	92.54	159009	gangster rap	NA	NA	NA
4D7DNBqLovDRh4kqYEjAqR	Halbes Kilo Gold	Milonair	0	4D7DNBqLovDRh4kqYEjAqR	Halbes Kilo Gold	2018-06-01	Gangster Rap Deutsch	4D7DNBqLovDRh4kqYEjAqR	0.528_0.747	2	-4.402	1	0.322	0.229	0	0.0952	0.141	86.659	155962	gangster rap	NA	NA	NA
3qBHrfOyCLOs3Oe2a9BN9H	Speedboat	Payy	17	3qBHrfOyCLOs3Oe2a9BN9H	Zero	2018-01-26	Gangster Rap Deutsch	3qBHrfOyCLOs3Oe2a9BN9H	0.624_0.474	9	-11.396	1	0.384	0.156	1.25e-05	0.0808	0.482	129.309	138261	gangster rap	NA	NA	NA
5ceEaDSTtQR6HQ9yfEB6Sj	Yamamoto - KMN Street EP	Noah	40	5ceEaDSTtQR6HQ9yfEB6Sj	Fast Life	2018-03-30	Gangster Rap Deutsch	5ceEaDSTtQR6HQ9yfEB6Sj	0.781_0.705	7	-4.821	0	0.0974	0.377	0	0.164	0.276	93.973	188936	gangster rap	NA	NA	NA
3HIXYQQ6PJXF3JtqTUm8uD	Titanic Thompson	Milonair	0	3HIXYQQ6PJXF3JtqTUm8uD	Milominati	2016-05-20	Gangster Rap Deutsch	3HIXYQQ6PJXF3JtqTUm8uD	0.582_0.668	2	-5.768	1	0.278	0.026	0	0.0893	0.237	94.05	158863	gangster rap	NA	NA	NA
0XWUWw7ovSHf1YFuwH3GVD	Friedhof der Kuscheltiere	Manuellsen	28	0XWUWw7ovSHf1YFuwH3GVD	Killemall	2015-08-01	Gangster Rap Deutsch	0XWUWw7ovSHf1YFuwH3GVD	0.506_0.899	7	-6.299	1	0.393	0.00962	0	0.379	0.517	81.161	175107	gangster rap	NA	NA	NA
0al9yd2pRDUY7GIYUnlxH3	Schreibe mein Schicksal	Haze	37	0al9yd2pRDUY7GIYUnlxH3	Die Zwielicht LP	2018-02-16	Gangster Rap Deutsch	0al9yd2pRDUY7GIYUnlxH3	0.663_0.637	7	-9.035	1	0.404	0.267	0	0.126	0.345	90.208	286348	gangster rap	NA	NA	NA
6koN0NiH2bb5FnEKKKUKbo	Stara Skola	Haze	44	6koN0NiH2bb5FnEKKKUKbo	Die Zwielicht LP	2018-02-16	Gangster Rap Deutsch	6koN0NiH2bb5FnEKKKUKbo	0.835_0.576	10	-9.541	0	0.349	0.308	6.70413624730427	0.11	0.754	87.645	191077	gangster rap	NA	NA	NA
4Y1t8CoEPuwSLAD9Av2mUw	Ghetto Prominenz	18 Karat	26	4Y1t8CoEPuwSLAD9Av2mUw	Geld Gold Gras (Supremos Tour Edition)	2018-05-04	Gangster Rap Deutsch	4Y1t8CoEPuwSLAD9Av2mUw	0.643_0.925	2	-3.333	1	0.318	0.184	0	0.078	0.676	93.291	150427	gangster rap	NA	NA	NA
2eLExJdkvt1FoMEKjDB75K	Panther im Dschungel	Reda Rwena	29	2eLExJdkvt1FoMEKjDB75K	Panther im Dschungel	2018-08-24	Gangster Rap Deutsch	2eLExJdkvt1FoMEKjDB75K	0.845_0.785	2	-4.821	1	0.277	0.0145	0	0.1	0.193	126.04	172000	gangster rap	NA	NA	NA
5cByFZR42O1uMjRk7RTrHs	Vollspannschuss	JURI	24	5cByFZR42O1uMjRk7RTrHs	Bratans aus Favelas	2018-06-29	Gangster Rap Deutsch	5cByFZR42O1uMjRk7RTrHs	0.646_0.765	0	-5.323	0	0.102	0.374	0	0.0964	0.332	87.97	161293	gangster rap	NA	NA	NA
2TsWCaWq1uestFUgZ1Dlqw	Medusa	Kollegah	1	2TsWCaWq1uestFUgZ1Dlqw	Chronik III	2015-10-09	Gangster Rap Deutsch	2TsWCaWq1uestFUgZ1Dlqw	0.75_0.849	7	-5.389	1	0.276	0.124	0	0.0978	0.284	89.003	182040	gangster rap	NA	NA	NA
1USZs8RE7s5DlI2gfb8FLP	Avanti Avanti (feat. Celo & Abdi & Hanybal)	Reda Rwena	39	1USZs8RE7s5DlI2gfb8FLP	Avanti Avanti (feat. Celo & Abdi & Hanybal)	2018-09-14	Gangster Rap Deutsch	1USZs8RE7s5DlI2gfb8FLP	0.728_0.861	8	-4.833	1	0.374	0.119	0	0.134	0.811	121.442	217000	gangster rap	NA	NA	NA
4od3o9g3lRGDJBgu4MXt2N	Wer bist du?!	Haze	32	4od3o9g3lRGDJBgu4MXt2N	Zukunft - EP	2018-02-15	Gangster Rap Deutsch	4od3o9g3lRGDJBgu4MXt2N	0.6_0.854	2	-5.582	1	0.409	0.234	0	0.303	0.737	93.924	196596	gangster rap	NA	NA	NA
1EuGnWfngnsE9FvvHCVYpE	Ghettotourist	Sa4	44	1EuGnWfngnsE9FvvHCVYpE	Nebensache - EP	2016-05-27	Gangster Rap Deutsch	1EuGnWfngnsE9FvvHCVYpE	0.68_0.689	6	-6.902	1	0.368	0.0692	0	0.119	0.587	94.933	154773	gangster rap	NA	NA	NA
4j6XP3V95njpFk6dJ7xLBP	Zenci	LOKO BEN	46	4j6XP3V95njpFk6dJ7xLBP	ZENCI	2018-02-28	Gangster Rap Deutsch	4j6XP3V95njpFk6dJ7xLBP	0.754_0.701	9	-4.504	1	0.304	0.327	0	0.121	0.448	122.297	184646	gangster rap	NA	NA	NA
0XmigPQY1jq9GxHK4kW6uk	Stress ohne Grund (feat. Bushido)	Shindy	50	0XmigPQY1jq9GxHK4kW6uk	NWA	2013-07-12	GANGSTA Rap	0XmigPQY1jq9GxHK4kW6uk	0.484_0.855	6	-4.852	0Q	0.321	0.00269	0.000157	0.276	0.619	130.554	204133	gangster rap	NA	NA	NA
6zo4iy2sdLMWeDf2b7dpPg	Cazal (feat. Miami Yacine)	Zuna	45	6zo4iy2sdLMWeDf2b7dpPg	Cazal (feat. Miami Yacine)	2017-02-17	GANGSTA Rap	6zo4iy2sdLMWeDf2b7dpPg	0.753_0.581	8	-6.406	1Q	0.303	0.151	0	0.0973	0.417	89.863	182788	gangster rap	NA	NA	NA
4vbJFkIF8TFCOwqZRI5C2Q	CCNDNA	Bushido	10	4vbJFkIF8TFCOwqZRI5C2Q	Black Friday	2017-06-09	GANGSTA Rap	4vbJFkIF8TFCOwqZRI5C2Q	0.796_0.587	10	-5.365	0	0.0813	0.0132	0	0.096	0.215	93.014	187227	gangster rap	NA	NA	NA
2HCq3QncPlpbtckYdE2RLv	Medusa	Kollegah	0	2HCq3QncPlpbtckYdE2RLv	Chronik III	2015-10-09	GANGSTA Rap	2HCq3QncPlpbtckYdE2RLv	0.751_0.853	7	-5.393	1Q	0.268	0.12	0	0.099	0.325	89.02	182040	gangster rap	NA	NA	NA
4fvMIe2hj5aB6IDSjLCml8	Black Bombay	AJE	0	4fvMIe2hj5aB6IDSjLCml8	S auf der Brust	2017-06-09	GANGSTA Rap	4fvMIe2hj5aB6IDSjLCml8	0.541_0.58	10	-9.547	0	0.443	0.163	0	0.113	0.536	157.025	246181	gangster rap	NA	NA	NA
1j9Ps8QdrngyB0RzFK1Qwc	Wahre Begebenheiten (feat. AK Ausserkontrolle)	18 Karat	49	1j9Ps8QdrngyB0RzFK1Qwc	PUSHA	2017-04-07	GANGSTA Rap	1j9Ps8QdrngyB0RzFK1Qwc	0.708_0.711	7	-5.064	1	0.41	0.0599	8.78551001427695	0.0556	0.475	185.974	157655	gangster rap	NA	NA	NA
3A2a0y5rcJWhm1GJq04tuV	Die Echten	Capital Bra	52	3A2a0y5rcJWhm1GJq04tuV	Makarov Komplex	2017-02-03	GANGSTA Rap	3A2a0y5rcJWhm1GJq04tuV	0.626_0.76	9	-4.926	1	0.377	0.0654	9.15e-06	0.0697	0.407	99.092	155427	gangster rap	NA	NA	NA
6P5NQwfFIjhEUl8reqff8R	A.S.S.N.	AK Ausserkontrolle	56	6P5NQwfFIjhEUl8reqff8R	A.S.S.N.	2017-05-05	GANGSTA Rap	6P5NQwfFIjhEUl8reqff8R	0.497_0.848	0	-4.304	1	0.374	0.342	0.00491	0.411	0.479	86.397	191267	gangster rap	NA	NA	NA
63JtyRFsZqi6Rf61T48YRJ	Nur noch Gucci	Capital Bra	1	63JtyRFsZqi6Rf61T48YRJ	Nur noch Gucci	2017-07-02	GANGSTA Rap	63JtyRFsZqi6Rf61T48YRJ	0.737_0.73	2	-2.185	1	0.406	0.322	0	0.177	0.545	77.937	212508	gangster rap	NA	NA	NA
4eWjRezM47ITKWpB5r2jVv	Mit Dem Kopf Durch Die Wand	187 Strassenbande	0	4eWjRezM47ITKWpB5r2jVv	187 Strassenbande	2009-07-24	GANGSTA Rap	4eWjRezM47ITKWpB5r2jVv	0.571_0.616	11	-6.032	0	0.36	0.165	0	0.541	0.668	86.801	218053	gangster rap	NA	NA	NA
5L56aF7d720ZaytO5UMEtb	Mit den Jungz	187 Strassenbande	1	5L56aF7d720ZaytO5UMEtb	Mit den Jungz	2017-07-11	GANGSTA Rap	5L56aF7d720ZaytO5UMEtb	0.589_0.827	2	-5.851	1	0.164	0.0505	0	0.0938	0.184	125.135	233221	gangster rap	NA	NA	NA
5pbP0GwvyeEzxBuO3GSf3o	Sirp	Bonez MC	43	5pbP0GwvyeEzxBuO3GSf3o	Der Sampler 3	2015-01-30	GANGSTA Rap	5pbP0GwvyeEzxBuO3GSf3o	0.607_0.518	1	-5.874	1	0.549	0.0393	0	0.145	0.242	76.196	232916	gangster rap	NA	NA	NA
0opxSp0Jw0RgsQBy1qDwNb	Unterwegs	Fler	0	0opxSp0Jw0RgsQBy1qDwNb	Unterwegs	2016-02-11	GANGSTA Rap	0opxSp0Jw0RgsQBy1qDwNb	0.806_0.626	11	-8.825	1	0.0617	0.00268	0.0227	0.135	0.172	126.042	242666	gangster rap	NA	NA	NA
7a9KN84HehzsVv1dlbnnNb	Flow	Gzuz	0	7a9KN84HehzsVv1dlbnnNb	187 Strassenbande Sampler 2	2011-01-21	GANGSTA Rap	7a9KN84HehzsVv1dlbnnNb	0.506_0.897	11	-5.265	1	0.398	0.332	0	0.117	0.604	109.059	140634	gangster rap	NA	NA	NA
4rBl0asdNK9Qq7PB8S4VIU	Gangland	Manuellsen	39	4rBl0asdNK9Qq7PB8S4VIU	Gangland	2016-09-30	GANGSTA Rap	4rBl0asdNK9Qq7PB8S4VIU	0.404_0.702	7	-8.789	1	0.4	0.12	1.41e-05	0.0784	0.543	175.753	232240	gangster rap	NA	NA	NA
4WnwGiP22c2TwC1kaiDHzQ	Ostblocknutten	Kollegah	0	4WnwGiP22c2TwC1kaiDHzQ	Hoodtape (Vol. 1 / X-Mas Edition)	2010	GANGSTA Rap	4WnwGiP22c2TwC1kaiDHzQ	0.506_0.729	8	-7.317	1	0.265	0.31	0	0.119	0.522	93.558	159573	gangster rap	NA	NA	NA
2wpM3OKjVNtvZz56nEWrHH	Konigsaura	Kollegah	15	2wpM3OKjVNtvZz56nEWrHH	King	2014-01-01	GANGSTA Rap	2wpM3OKjVNtvZz56nEWrHH	0.422_0.863	11	-7.453	0	0.388	0.0531	0	0.116	0.363	92.831	447400	gangster rap	NA	NA	NA
5v0YIZrodtd3zeC5voI2by	Bossaura	Kollegah	0	5v0YIZrodtd3zeC5voI2by	Bossaura	2011	GANGSTA Rap	5v0YIZrodtd3zeC5voI2by	0.579_0.826	10	-5.009	0	0.342	0.138	3.42091434565373	0.147	0.311	87.728	364720	gangster rap	NA	NA	NA
68cje2NtCyi0iRqFkdzjwq	Dieses Boot	Gzuz	41	68cje2NtCyi0iRqFkdzjwq	High & Hungrig	2014-05-23	GANGSTA Rap	68cje2NtCyi0iRqFkdzjwq	0.529_0.817	9	-6.559	0	0.757	0.286	0	0.0662	0.505	98.316	216973	gangster rap	NA	NA	NA
3l9eJDpanLvBIPhw6F8oIb	Bleib auf dem Teppich	Ufo361	40	3l9eJDpanLvBIPhw6F8oIb	Ich bin ein Berliner	2016-03-25	GANGSTA Rap	3l9eJDpanLvBIPhw6F8oIb	0.452_0.613	1	-6.142	1	0.308	0.0782	6.76e-06	0.069	0.196	164.863	284772	gangster rap	NA	NA	NA
27lm3yIbCVK72Sxzg2bC2q	HSHC	PA Sports	1	27lm3yIbCVK72Sxzg2bC2q	HSHC	2017-05-05	GANGSTA Rap	27lm3yIbCVK72Sxzg2bC2q	0.558_0.637	2	-5.703	1	0.18	0.013	0	0.0677	0.287	86.833	180787	gangster rap	NA	NA	NA
38mwJAySCI0sxFWJvN3KbC	Grossstadtdschungel	Miami Yacine	43	38mwJAySCI0sxFWJvN3KbC	Grossstadtdschungel	2017-09-08	GANGSTA Rap	38mwJAySCI0sxFWJvN3KbC	0.778_0.712	2	-5.824	1	0.244	0.212	1.59e-06	0.111	0.181	117.944	229880	gangster rap	NA	NA	NA
2nvUC76Xju4HuqIFXeiCyI	Sturmmaske Auf [Intro]	Kollegah	0	2nvUC76Xju4HuqIFXeiCyI	Sturmmaske Auf [Intro]	2017-09-28	GANGSTA Rap	2nvUC76Xju4HuqIFXeiCyI	0.422_0.738	3	-4.955	0	0.393	0.105	0	0.109	0.367	92.17	232854	gangster rap	NA	NA	NA
4pqCienGuMIbOdsHaOpf7V	Das Leben ist so	Capital Bra	47	4pqCienGuMIbOdsHaOpf7V	BLYAT	2017-09-29	GANGSTA Rap	4pqCienGuMIbOdsHaOpf7V	0.815_0.695	11	-5.663	0	0.388	0.141	0	0.112	0.52	103.989	239880	gangster rap	NA	NA	NA
3gppA9cIA46C4nomcRq1NF	Mister Dardy	Dardan	3	3gppA9cIA46C4nomcRq1NF	Hallo Deutschrap	2017-05-19	GANGSTA Rap	3gppA9cIA46C4nomcRq1NF	0.837_0.897	1	-4.712	1	0.262	0.177	0	0.119	0.695	143.008	208285	gangster rap	NA	NA	NA
24QLjRdXiJdhuzzaXg9mqK	Patte fliesst	Azet	52	24QLjRdXiJdhuzzaXg9mqK	Patte fliesst	2016-12-23	GANGSTA Rap	24QLjRdXiJdhuzzaXg9mqK	0.704_0.685	6	-6.931	0Q	0.178	0.117	0	0.0647	0.556	92.851	196971	gangster rap	NA	NA	NA
