track_id	TTrack_nameff5	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability-energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	pop	rap	rock	r&b	edm
0BJTbkmrB2Y4E9M8qVzbYZ	Feel It All Around	Washed Out	4	0BJTbkmrB2Y4E9M8qVzbYZ	Life Of Leisure	2010-03-01	Indie Poptimism!	0BJTbkmrB2Y4E9M8qVzbYZ	0.34_0.737	8	-4.681	1	0.0582	0.000105	0.762	0.0699	0.499	172.022	192080	indie poptimism	NA	NA	NA	NA
3djK2yDqJArNAzHyhzSf8G	Gooey	Glass Animals	7	3djK2yDqJArNAzHyhzSf8G	ZABA	2014-05-30	Indie Poptimism!	3djK2yDqJArNAzHyhzSf8G	0.482_0.373	11	-13.427	0	0.0447	0.729	3.79e-05	0.0927	0.105	183.051	289307	indie poptimism	NA	NA	NA	NA
7dHqpgKhgRoTYo8HotjFwr	Shine (Kygo Remix)	Benjamin Francis Leftwich	48	7dHqpgKhgRoTYo8HotjFwr	Shine (Kygo Remix)	2014-09-22	Indie Poptimism!	7dHqpgKhgRoTYo8HotjFwr	0.703_0.603	4	-8.687	1	0.161	0.413	0.00125	0.141	0.309	112.015	281133	indie poptimism	NA	NA	NA	NA
3bPfe5UbrBoVFOKZVYMe0y	Uma	Panama Wedding	0	3bPfe5UbrBoVFOKZVYMe0y	Parallel Play EP	2014-01-01	Indie Poptimism!	3bPfe5UbrBoVFOKZVYMe0y	0.766_0.576	1	-7.474	1	0.0322	0.137	0.000879	0.113	0.812	129.998	216360	indie poptimism	NA	NA	NA	NA
7s1upm7yr7ZjrzXMwHawtG	Sexual Healing - Kygo Remix	Marvin Gaye	53	7s1upm7yr7ZjrzXMwHawtG	Sexual Healing (Kygo Remix)	2015-04-27	Indie Poptimism!	7s1upm7yr7ZjrzXMwHawtG	0.689_0.68	0	-7.196	0	0.0427	0.321	0.0211	0.0431	0.646	100.987	368317	indie poptimism	NA	NA	NA	NA
6fVujZrirjfU3GWji09nDT	Sea Of Voices - RAC Mix	Porter Robinson	0	6fVujZrirjfU3GWji09nDT	Sea Of Voices (RAC Mix)	2014-01-01	Indie Poptimism!	6fVujZrirjfU3GWji09nDT	0.606_0.658	2	-5.983	1T	0.0302	0.195	0.827	0.118	0.566	127.999	367900	indie poptimism	NA	NA	NA	NA
0hiFoxxMg36FoPIdmiAyfX	Indecision	Shura	0	0hiFoxxMg36FoPIdmiAyfX	Indecision	2014-01-01	Indie Poptimism!	0hiFoxxMg36FoPIdmiAyfX	0.747_0.833	4	-5.525	0	0.0505	0.804	0.448	0.117	0.936	109.97	214102	indie poptimism	NA	NA	NA	NA
2NtGEBPfxhl9SmIzZ7QEAg	Cool Like Me	Fryars	0	2NtGEBPfxhl9SmIzZ7QEAg	Cool Like Me	2014-07-21	Indie Poptimism!	2NtGEBPfxhl9SmIzZ7QEAg	0.649_0.835	9	-6.545	0	0.066	0.0116	0.00989	0.0865	0.298	121.019	218525	indie poptimism	NA	NA	NA	NA
223pTIXzqcuxzQyAtz5kyo	push pull	Purity Ring	0	223pTIXzqcuxzQyAtz5kyo	push pull	2014-12-04	Indie Poptimism!	223pTIXzqcuxzQyAtz5kyo	0.386_0.708	5	-8.173	1	0.0489	0.00287	2.26e-05	0.245	0.0858	110.354	207810	indie poptimism	NA	NA	NA	NA
7rLEnlnaXB1TM4p55Qz1JN	So Cruel	Young Empires	0	7rLEnlnaXB1TM4p55Qz1JN	So Cruel	2015-02-20	Indie Poptimism!	7rLEnlnaXB1TM4p55Qz1JN	0.74_0.829	8	-4.467	1	0.0493	0.0597	0	0.0738	0.363	122.988	246254	indie poptimism	NA	NA	NA	NA
3tfsqKlijCyeRO5TZIQStC	Do It	Tuxedo	1	3tfsqKlijCyeRO5TZIQStC	Do It	2014-11-17	Indie Poptimism!	3tfsqKlijCyeRO5TZIQStC	0.818_0.858	1	-4.219	0	0.0398	0.0642	0.256	0.256	0.753	119.605	258503	indie poptimism	NA	NA	NA	NA
3bfZPCm4UrEEmrayPyxtbU	Youth	Ben Khan	34	3bfZPCm4UrEEmrayPyxtbU	1992 EP	2014-05-05	Indie Poptimism!	3bfZPCm4UrEEmrayPyxtbU	0.683_0.584	10	-8.551	0	0.085	0.282	0.00372	0.11	0.231	129.318	197447	indie poptimism	NA	NA	NA	NA
3O9PMUpo4M21M41fMQsawW	At Your Touch	Joe Hertz	0	3O9PMUpo4M21M41fMQsawW	Majestic Casual - Chapter I	2013-11-10	Indie Poptimism!	3O9PMUpo4M21M41fMQsawW	0.597_0.658	8	-11.346	0T	0.115	0.0854	0.323	0.515	0.678	95.034	257405	indie poptimism	NA	NA	NA	NA
02kdNcUqZRgXwQiYr92gZW	On Fire	Carmada	37	02kdNcUqZRgXwQiYr92gZW	Realise	2014-12-05	Indie Poptimism!	02kdNcUqZRgXwQiYr92gZW	0.486_0.744	7	-6.082	0	0.356	0.0302	6.68e-05	0.0914	0.402	94.965	230507	indie poptimism	NA	NA	NA	NA
0xRrshu5CURGo859MmCvWf	Walk Away	LANY	0	0xRrshu5CURGo859MmCvWf	Hot Lights	2014-04-22	Indie Poptimism!	0xRrshu5CURGo859MmCvWf	0.323_0.382	10	-9.649	1	0.0342	0.264	0.000418	0.103	0.268	85.306	231692	indie poptimism	NA	NA	NA	NA
60DBiajOIPsJqoiVFY6hrE	Indiana	Tom Aspaul	22	60DBiajOIPsJqoiVFY6hrE	Indiana	2013-10-14	Indie Poptimism!	60DBiajOIPsJqoiVFY6hrE	0.545_0.787	8	-6.378	1	0.107	0.0246	0.069	0.0723	0.403	176.972	219267	indie poptimism	NA	NA	NA	NA
5mIrFiQO3VwnMK4GAyJOfr	Stone	JOY.	0	5mIrFiQO3VwnMK4GAyJOfr	Stone	2014-10-28	Indie Poptimism!	5mIrFiQO3VwnMK4GAyJOfr	0.606_0.481	6	-11.94	1T	0.0592	0.0957	0.00282	0.0975	0.0936	124.88	230113	indie poptimism	NA	NA	NA	NA
2dB5GYSO8IdZazyTp8YhgB	Deadwater	Wet	2	2dB5GYSO8IdZazyTp8YhgB	Deadwater	2015-04-22	Indie Poptimism!	2dB5GYSO8IdZazyTp8YhgB	0.65_0.463	10	-8.9	1	0.0416	0.348	0.000847	0.0822	0.222	135.115	217400	indie poptimism	NA	NA	NA	NA
4ymQoZNLQpis51EmcgAoNc	Sober	Elli Ingram	26	4ymQoZNLQpis51EmcgAoNc	Sober EP	2013-01-01	Indie Poptimism!	4ymQoZNLQpis51EmcgAoNc	0.541_0.508	0	-8.266	1	0.0602	0.233	7.79e-06	0.334	0.248	143.712	211087	indie poptimism	NA	NA	NA	NA
0BLR0gzwIbPJlI5y2BUGYZ	Ghost - Lost Kings Remix	Halsey	1	0BLR0gzwIbPJlI5y2BUGYZ	Room 93: The Remixes	2015-03-03	Indie Poptimism!	0BLR0gzwIbPJlI5y2BUGYZ	0.701_0.852	0	-4.908	1	0.0339	0.423	0.00474	0.202	0.433	104.988	189267	indie poptimism	NA	NA	NA	NA
689izEMmyU0vp280Y0JLMl	Lost (Lenno Remix)	Scavenger Hunt	30	689izEMmyU0vp280Y0JLMl	Scavenger Hunt - EP	2015-01-09	Indie Poptimism!	689izEMmyU0vp280Y0JLMl	0.487_0.79	0	-4.299	1	0.0389	0.00329	0.000542	0.447	0.24	103.503	222384	indie poptimism	NA	NA	NA	NA
5AiNxLZufMUfR6ADAxxqOe	Infinite High	Panama Wedding	0	5AiNxLZufMUfR6ADAxxqOe	Infinite High	2015-01-01	Indie Poptimism!	5AiNxLZufMUfR6ADAxxqOe	0.609_0.883	11	-6.761	1	0.0532	0.0823	8.36e-06	0.196	0.865	167.871	190280	indie poptimism	NA	NA	NA	NA
38m5cUBHsFhD9xsjvRNOKc	Halfway To Heaven	Panama Wedding	0	38m5cUBHsFhD9xsjvRNOKc	Into Focus EP	2015-11-06	Indie Poptimism!	38m5cUBHsFhD9xsjvRNOKc	0.637_0.678	5	-7.051	1	0.041	0.16	0.0136	0.171	0.759	164.946	207227	indie poptimism	NA	NA	NA	NA
3mbcpcRiAzeycvnX2YYLY0	Look the Other Way	DWNTWN	12	3mbcpcRiAzeycvnX2YYLY0	The Red Room	2012-11-13	Indie Poptimism!	3mbcpcRiAzeycvnX2YYLY0	0.59_0.773	0	-4.914	1	0.0325	0.0409	0.000657	0.0955	0.404	128.047	229219	indie poptimism	NA	NA	NA	NA
4zvHX7fRYpva5QO4cV27yl	UGH!	The 1975	37	4zvHX7fRYpva5QO4cV27yl	UGH!	2015-12-11	Indie Poptimism!	4zvHX7fRYpva5QO4cV27yl	0.724_0.703	5	-4.049	0	0.171	0.228	0	0.0852	0.866	99.629	180026	indie poptimism	NA	NA	NA	NA
7BI7qd9aSWhf60vZi6RGzQ	Not Going Home	Great Good Fine Ok	35	7BI7qd9aSWhf60vZi6RGzQ	Body Diamond	2014-10-07	Indie Poptimism!	7BI7qd9aSWhf60vZi6RGzQ	0.626_0.774	1	-5.534	1	0.031	0.00587	8.35e-05	0.118	0.484	100.018	214038	indie poptimism	NA	NA	NA	NA
63Ly2sEzloc9s0yAXlMi6r	Warm Water - Snakehips Remix	BANKS	57	63Ly2sEzloc9s0yAXlMi6r	Warm Water (Snakehips Remix)	2013-08-13	Indie Poptimism!	63Ly2sEzloc9s0yAXlMi6r	0.511_0.678	4	-6.858	0	0.869	0.241	0	0.0948	0.405	212.137	253585	indie poptimism	NA	NA	NA	NA
0bTgregq5i4cNxbmQMOUm4	Cool Blue	The Japanese House	0	0bTgregq5i4cNxbmQMOUm4	Cool Blue	2015-09-15	Indie Poptimism!	0bTgregq5i4cNxbmQMOUm4	0.383_0.569	0	-10.407	1	0.055	0.883	0.106	0.124	0.524	180.036	231364	indie poptimism	NA	NA	NA	NA
6SRXLRtZ5844IPi0YszKtF	Runaway - Maths Time Joy Remix	Electric Youth	0	6SRXLRtZ5844IPi0YszKtF	Runaway (Maths Time Joy Remix)	2014	Indie Poptimism!	6SRXLRtZ5844IPi0YszKtF	0.629_0.486	6	-12.178	1	0.0426	0.0962	0.103	0.0842	0.274	150.005	260199	indie poptimism	NA	NA	NA	NA
3vwmTGh2zgxxoJzvcvJfhm	Feels Like Home - Radio Edit	The Him	1	3vwmTGh2zgxxoJzvcvJfhm	Feels Like Home (Radio Edit)	2015-11-30	Indie Poptimism!	3vwmTGh2zgxxoJzvcvJfhm	0.633_0.83	8	-3.754	1	0.153	0.0232	0.000372	0.0948	0.457	121.978	184918	indie poptimism	NA	NA	NA	NA
7BRl8VDCGCRrFwlVJ9biBT	Edge of the Night	Wonderful Humans	15	7BRl8VDCGCRrFwlVJ9biBT	Edge of the Night	2014-05-08	Indie Poptimism!	7BRl8VDCGCRrFwlVJ9biBT	0.451_0.839	8	-2.506	1	0.0448	0.000484	0	0.0992	0.368	140.175	187286	indie poptimism	NA	NA	NA	NA
7IRpfv38ZXa9euHCA3ZKMw	Calling Me	Aquilo	39	7IRpfv38ZXa9euHCA3ZKMw	Calling Me	2015-05-11	Indie Poptimism!	7IRpfv38ZXa9euHCA3ZKMw	0.576_0.399	9	-9.617	0	0.0287	0.487	0	0.103	0.111	119.992	213133	indie poptimism	NA	NA	NA	NA
06b11p3gAvqqjOnku0CK9V	Hall & Oates	Satchmode	21	06b11p3gAvqqjOnku0CK9V	Afterglow	2015-08-25	Indie Poptimism!	06b11p3gAvqqjOnku0CK9V	0.646_0.826	11	-5.635	1	0.0303	0.373	0.749	0.0688	0.853	150.077	205450	indie poptimism	NA	NA	NA	NA
08qjPXZBdEyif5PxU2AY9S	Sway - Chainsmokers Remix	Anna of the North	53	08qjPXZBdEyif5PxU2AY9S	Sway (Chainsmokers Remix)	2014-10-07	Indie Poptimism!	08qjPXZBdEyif5PxU2AY9S	0.673_0.795	2	-6.21	1	0.0309	0.0555	0.0111	0.117	0.437	105.025	180571	indie poptimism	NA	NA	NA	NA
3pzmGlzQeAkyjKEfR33yec	Talk to Me (Bearson Remix)	Ghost Loft	34	3pzmGlzQeAkyjKEfR33yec	Talk to Me (Bearson Remix)	2015-02-10	Indie Poptimism!	3pzmGlzQeAkyjKEfR33yec	0.5_0.69	11	-7.542	1	0.032	0.0379	0.0135	0.104	0.179	96.971	264742	indie poptimism	NA	NA	NA	NA
77JdjC0082Q3g4Nb5ugotm	Light Me Up	Flyte	0	77JdjC0082Q3g4Nb5ugotm	Light Me Up	2015-01-13	Indie Poptimism!	77JdjC0082Q3g4Nb5ugotm	0.679_0.83	9	-5.461	1	0.0423	0.00772	0.000209	0.102	0.592	113.906	233982	indie poptimism	NA	NA	NA	NA
5Kd5uREX2CcXvFigm5oMdU	All Of The People	Panama Wedding	0	5Kd5uREX2CcXvFigm5oMdU	All Of The People	2014-01-01	Indie Poptimism!	5Kd5uREX2CcXvFigm5oMdU	0.685_0.696	5	-5.697	0	0.0533	0.0299	0.00144	0.0662	0.95	89.976	215613	indie poptimism	NA	NA	NA	NA
0hKbBE3RwBZQtsnkzBIxIR	Loudspeaker	MUNA	0	0hKbBE3RwBZQtsnkzBIxIR	Loudspeaker	2015-09-09	Indie Poptimism!	0hKbBE3RwBZQtsnkzBIxIR	0.632_0.596	9	-8.156	1	0.0319	0.0227	0.046	0.117	0.553	118.972	210000	indie poptimism	NA	NA	NA	NA
440u9jO8Pxmtp72RMEe8Wn	Native	Lisbon	25	440u9jO8Pxmtp72RMEe8Wn	Native	2014-12-01	Indie Poptimism!	440u9jO8Pxmtp72RMEe8Wn	0.617_0.871	0	-4.909	1	0.0458	0.1	0	0.109	0.775	107.002	179020	indie poptimism	NA	NA	NA	NA
7DtIdJ2oeqBIeX8muz8ybI	Falling Faster	Andrew Ripp	2	7DtIdJ2oeqBIeX8muz8ybI	Andrew Ripp	2015-10-16	Indie Poptimism!	7DtIdJ2oeqBIeX8muz8ybI	0.589_0.846	5	-5.455	1	0.0377	0.069	0.00125	0.0904	0.704	122	266173	indie poptimism	NA	NA	NA	NA
4wMMiSEzBgqpkTX4XyTNOU	Forest Fires	Fred V & Grafix	0	4wMMiSEzBgqpkTX4XyTNOU	Recognise	2014-03-31	Indie Poptimism!	4wMMiSEzBgqpkTX4XyTNOU	0.464_0.903	9	-4.072	1	0.0527	0.00226	0.0336	0.111	0.461	174.082	206891	indie poptimism	NA	NA	NA	NA
38mUzp2glbbLwzQVXaakHP	Galaxy	Paperwhite	29	38mUzp2glbbLwzQVXaakHP	Magic	2014-11-17	Indie Poptimism!	38mUzp2glbbLwzQVXaakHP	0.516_0.886	0	-6.852	1	0.0286	0.00827	0.0119	0.264	0.748	147.96	262703	indie poptimism	NA	NA	NA	NA
72qwkxwEPAvHX5zhigT89f	Already Love	Great Good Fine Ok	22	72qwkxwEPAvHX5zhigT89f	Already Love	2016-03-01	Indie Poptimism!	72qwkxwEPAvHX5zhigT89f	0.646_0.751	10	-5.246	1	0.0683	0.0437	2.23922096875031	0.112	0.879	172.04	214411	indie poptimism	NA	NA	NA	NA
1lC8x6NCJFeMDWucl4TuJW	Hopeless Love	Alfie Connor	36	1lC8x6NCJFeMDWucl4TuJW	Hopeless Love EP	2015-12-11	Indie Poptimism!	1lC8x6NCJFeMDWucl4TuJW	0.608_0.931	6	-4.038	1	0.119	0.305	6.45e-06	0.124	0.632	194.025	183637	indie poptimism	NA	NA	NA	NA
0k5YE4nhWJdgzhyTv0YPHP	Stranger	Alfie Connor	24	0k5YE4nhWJdgzhyTv0YPHP	Stranger	2015-02-24	Indie Poptimism!	0k5YE4nhWJdgzhyTv0YPHP	0.611_0.369	10	-10.412	1	0.0811	0.657	0	0.112	0.362	80.111	187014	indie poptimism	NA	NA	NA	NA
7FwUBR93O0aSvXltMM73e7	Morrison	FRENSHIP	41	7FwUBR93O0aSvXltMM73e7	Morrison	2014-06-03	Indie Poptimism!	7FwUBR93O0aSvXltMM73e7	0.703_0.731	11	-6.643	1	0.0379	0.0441	0.0618	0.152	0.596	109.989	235755	indie poptimism	NA	NA	NA	NA
0PSHEHVctL81aDFJ2V0wQ0	Feeling Right (Everything Is Nice) (feat. Popcaan & Wale)	Matoma	41	0PSHEHVctL81aDFJ2V0wQ0	Feeling Right (Everything Is Nice) [feat. Popcaan & Wale]	2015-10-16	Indie Poptimism!	0PSHEHVctL81aDFJ2V0wQ0	0.794_0.72	6	-5.186	1	0.0653	0.359	6.3e-05	0.296	0.384	99.962	199200	indie poptimism	NA	NA	NA	NA
1myeLS5VH2GKfZFBdD9TfB	Freak	Olivver the Kid	32	1myeLS5VH2GKfZFBdD9TfB	Freak	2014-10-28	Indie Poptimism!	1myeLS5VH2GKfZFBdD9TfB	0.555_0.67	10	-8.606	0	0.035	0.01	0.513	0.313	0.165	95.011	221860	indie poptimism	NA	NA	NA	NA
6S00LsQDmqMtyVy1HzROR7	Touch	Shura	2	6S00LsQDmqMtyVy1HzROR7	Touch	2016-02-18	Indie Poptimism!	6S00LsQDmqMtyVy1HzROR7	0.7_0.78	9	-7.598	0	0.151	0.591	4.68e-05	0.224	0.466	89.991	215760	indie poptimism	NA	NA	NA	NA
3EJflwzyWYd9PIz6g8L97V	ILYSB	LANY	3	3EJflwzyWYd9PIz6g8L97V	Make Out	2015-12-11	Indie Poptimism!	3EJflwzyWYd9PIz6g8L97V	0.613_0.628	5	-6.651	1	0.0524	0.57	5.28455236013979	0.323	0.491	100.019	211340	indie poptimism	NA	NA	NA	NA
5nFlcwk4U6KTFIB1Ij23Bt	Falling In Love	Crystal Bats	0	5nFlcwk4U6KTFIB1Ij23Bt	Falling In Love	2013-12-16	Indie Poptimism!	5nFlcwk4U6KTFIB1Ij23Bt	0.555_0.616	0	-6.049	1	0.0311	0.00236	0.014	0.0993	0.222	101.985	222403	indie poptimism	NA	NA	NA	NA
5BxVRqpZi6tIhAap1ZjzVD	Elevate	St. Lucia	52	5BxVRqpZi6tIhAap1ZjzVD	When The Night	2013-10-04	Indie Poptimism!	5BxVRqpZi6tIhAap1ZjzVD	0.541_0.982	2	-4.908	1	0.107	0.00767	0.000765	0.291	0.722	104.03	308360	indie poptimism	NA	NA	NA	NA
18QnuOfBATMFLDxfYwSqbX	Lost & Found	The Midnight	48	18QnuOfBATMFLDxfYwSqbX	Lost & Found	2015-11-28	Indie Poptimism!	18QnuOfBATMFLDxfYwSqbX	0.552_0.647	10	-9.247	0	0.035	0.0581	0.000539	0.0949	0.381	157.945	350886	indie poptimism	NA	NA	NA	NA
4E0SwMbCpOG8KvPQzsw1o8	Days of Thunder	The Midnight	1	4E0SwMbCpOG8KvPQzsw1o8	Days of Thunder	2014-07-15	Indie Poptimism!	4E0SwMbCpOG8KvPQzsw1o8	0.47_0.834	0	-9.156	0	0.0368	6.54e-05	0.00095	0.372	0.184	162.91	324018	indie poptimism	NA	NA	NA	NA
2wl460yr0e8Bdnb1WOpV3B	Beautiful	Viigo	44	2wl460yr0e8Bdnb1WOpV3B	Beautiful	2016-03-11	Indie Poptimism!	2wl460yr0e8Bdnb1WOpV3B	0.566_0.628	0	-11.216	1	0.0716	0.153	0.12	0.0558	0.554	176.126	186435	indie poptimism	NA	NA	NA	NA
2OtcGlYvI7rMGNJKG6pDLg	Afterlife	Greyson Chance	39	2OtcGlYvI7rMGNJKG6pDLg	Afterlife	2015-10-29	Indie Poptimism!	2OtcGlYvI7rMGNJKG6pDLg	0.487_0.734	0	-5.506	1	0.063	0.18	0	0.0997	0.308	171.987	196911	indie poptimism	NA	NA	NA	NA
12LU5Tp6xEaJ8qMdaLO4MW	Neon	Frida Sundemo	0	12LU5Tp6xEaJ8qMdaLO4MW	Lit Up By Neon	2014-05-05	Indie Poptimism!	12LU5Tp6xEaJ8qMdaLO4MW	0.483_0.608	2	-10.541	1	0.0539	0.886	0.0153	0.107	0.166	142.016	228120	indie poptimism	NA	NA	NA	NA
5yVz80kgeLcrzHLWCol2xw	Feels Like Summer	Panama Wedding	0	5yVz80kgeLcrzHLWCol2xw	Parallel Play EP	2014-01-01	Indie Poptimism!	5yVz80kgeLcrzHLWCol2xw	0.785_0.665	6	-6.137	1	0.0449	0.0302	2.65e-05	0.247	0.769	129.037	249573	indie poptimism	NA	NA	NA	NA
22EbQdsUKInydpq3A20H7Z	Always	Great Good Fine Ok	33	22EbQdsUKInydpq3A20H7Z	Always	2016-05-16	Indie Poptimism!	22EbQdsUKInydpq3A20H7Z	0.761_0.868	11	-3.804	1	0.051	0.126	4.41e-06	0.0734	0.708	114.017	237430	indie poptimism	NA	NA	NA	NA
0gb1J5UrTpzaU1s3nupgCd	No Money	Galantis	72	0gb1J5UrTpzaU1s3nupgCd	No Money	2016-04-01	Indie Poptimism	0gb1J5UrTpzaU1s3nupgCd	0.671_0.916	6	-4.014	0	0.0397	0.0282	0.00762	0.24	0.803	126.01	189127	indie poptimism	NA	NA	NA	NA
46lFttIf5hnUZMGvjK0Wxo	Runaway (U & I)	Galantis	74	46lFttIf5hnUZMGvjK0Wxo	Pharmacy	2015-06-05	Indie Poptimism	46lFttIf5hnUZMGvjK0Wxo	0.506_0.805	1	-4.119	1	0.0469	0.00711	0.00193	0.0856	0.383	126.008	227074	indie poptimism	NA	NA	NA	NA
3ARti7OUxxxhvruAhrw0Pd	No Way Out - Radio Edit	Vicetone	1	3ARti7OUxxxhvruAhrw0Pd	No Way Out	2015-02-02	Indie Poptimism	3ARti7OUxxxhvruAhrw0Pd	0.576_0.864	0	-4.287	0T	0.0527	0.0832	0	0.241	0.425	126.021	206814	indie poptimism	NA	NA	NA	NA
6WLS56xiRrXjSm9RSdL3zD	Never Forget You	Zara Larsson	14	6WLS56xiRrXjSm9RSdL3zD	Never Forget You	2015-09-10	Indie Poptimism	6WLS56xiRrXjSm9RSdL3zD	0.583_0.732	11	-5.728	0	0.0457	0.00312	9.86e-06	0.269	0.276	145.992	213428	indie poptimism	NA	NA	NA	NA
5JFkuKQsPps2ZaZzaLx63d	Crystallize	Lindsey Stirling	55	5JFkuKQsPps2ZaZzaLx63d	Lindsey Stirling	2012	Indie Poptimism	5JFkuKQsPps2ZaZzaLx63d	0.44_0.623	0	-8.228	1	0.0316	0.000856	8.55921342647635	0.103	0.0563	140.006	258800	indie poptimism	NA	NA	NA	NA
5Q5sQ1AgLQ1wKKXIYt6FGC	Elements	Lindsey Stirling	51	5Q5sQ1AgLQ1wKKXIYt6FGC	Lindsey Stirling	2012	Indie Poptimism	5Q5sQ1AgLQ1wKKXIYt6FGC	0.423_0.746	0	-6.912	1	0.0582	0.0385	1.33e-05	0.21	0.214	139.804	247422	indie poptimism	NA	NA	NA	NA
5hzYEPlHm5nHEGCvQJg6QG	Your Soul	Hippie Sabotage	3	5hzYEPlHm5nHEGCvQJg6QG	Sunny - EP	2014-03-11	Indie Poptimism	5hzYEPlHm5nHEGCvQJg6QG	0.487_0.68	7	-8.497	0T	0.0408	0.000599	0.0339	0.144	0.0752	94.46	324807	indie poptimism	NA	NA	NA	NA
6vBYLDvY6vMzHMknz56Ls3	Limelight (feat. R O Z E S)	Just A Gent	47	6vBYLDvY6vMzHMknz56Ls3	Limelight (feat. R O Z E S)	2014-10-17	Indie Poptimism	6vBYLDvY6vMzHMknz56Ls3	0.694_0.739	8	-2.078	1T	0.0742	0.517	0.00102	0.128	0.563	119.965	211130	indie poptimism	NA	NA	NA	NA
5nVVMpZuTAzFyyNtBnD2Vd	Phone Down (feat. Emily Warren) - Evan Berg Remix	Lost Kings	42	5nVVMpZuTAzFyyNtBnD2Vd	Phone Down (Remixes) (feat. Emily Warren)	2016-11-18	Indie Poptimism	5nVVMpZuTAzFyyNtBnD2Vd	0.531_0.907	0	-2.977	1	0.0478	0.0128	0	0.355	0.316	154.861	237575	indie poptimism	NA	NA	NA	NA
4FzTuLQ0vck9PBtw4kqJ8F	Metaphysical	Autograf	40	4FzTuLQ0vck9PBtw4kqJ8F	Metaphysical	2015-10-06	Indie Poptimism	4FzTuLQ0vck9PBtw4kqJ8F	0.797_0.722	7	-6.846	0	0.0401	0.212	0.06	0.105	0.233	120.036	339000	indie poptimism	NA	NA	NA	NA
1euQrkGwRPQod7kcddoeJ5	Stay a Little Longer	Lostboycrow	18	1euQrkGwRPQod7kcddoeJ5	Stay a Little Longer	2016-10-21	Indie Poptimism	1euQrkGwRPQod7kcddoeJ5	0.71_0.695	0	-7.008	1	0.0405	0.148	1.35e-06	0.132	0.455	120.007	205470	indie poptimism	NA	NA	NA	NA
4CRvXmp3xs3LCjFh7u058r	Love Me	Jane XO	39	4CRvXmp3xs3LCjFh7u058r	Love Me	2016-11-11	Indie Poptimism	4CRvXmp3xs3LCjFh7u058r	0.384_0.765	1	-1.826	1	0.0522	0.602	0.000266	0.197	0.429	83.454	211088	indie poptimism	NA	NA	NA	NA
6zpCJDhdpHPZCcFCJZDqX5	High You Are	What So Not	62	6zpCJDhdpHPZCcFCJZDqX5	High You Are (Remixes)	2013-10-08	Indie Poptimism	6zpCJDhdpHPZCcFCJZDqX5	0.69_0.857	10	-5.613	1	0.0405	0.0557	0.11	0.0341	0.409	136.99	213340	indie poptimism	NA	NA	NA	NA
0K1glOFXQzLm3KxjJY5rtK	Gemini (feat. George Maple)	What So Not	57	0K1glOFXQzLm3KxjJY5rtK	Gemini (feat. George Maple)	2015-04-03	Indie Poptimism	0K1glOFXQzLm3KxjJY5rtK	0.481_0.687	7	-6.748	0	0.0699	0.238	0.11	0.107	0.188	145.971	270257	indie poptimism	NA	NA	NA	NA
1xKAX82ulfphGaeZRlwmJN	Take It To Reality	Alison Wonderland	44	1xKAX82ulfphGaeZRlwmJN	Run	2015-03-20	Indie Poptimism	1xKAX82ulfphGaeZRlwmJN	0.591_0.828	5	-4.155	0	0.04	0.00927	0	0.328	0.3	154.965	232302	indie poptimism	NA	NA	NA	NA
4Qt4z5raRM4riRPtU55uAs	Wasted On You	Louis Futon	47	4Qt4z5raRM4riRPtU55uAs	Wasted On You	2016-02-12	Indie Poptimism	4Qt4z5raRM4riRPtU55uAs	0.662_0.848	4	-4.304	0	0.261	0.185	0.00572	0.132	0.575	88.999	224120	indie poptimism	NA	NA	NA	NA
6jq6rcOikCZAmjliAgAmfT	Light	San Holo	68	6jq6rcOikCZAmjliAgAmfT	Light	2017-02-10	Indie Poptimism	6jq6rcOikCZAmjliAgAmfT	0.57_0.763	1	-4.137	1T	0.0573	0.0857	2.49e-06	0.0932	0.43	150.088	239853	indie poptimism	NA	NA	NA	NA
3u0n1VYwUNQyqiQTzJwwlL	A Wake (feat. Evan Roman)	Macklemore & Ryan Lewis	39	3u0n1VYwUNQyqiQTzJwwlL	The Heist	2012-10-10	Indie Poptimism	3u0n1VYwUNQyqiQTzJwwlL	0.687_0.736	10	-7.481	1	0.106	0.165	0.00502	0.0711	0.449	101.151	226049	indie poptimism	NA	NA	NA	NA
65hRZOQkVjmBdusz1N7aOv	Save The World	Swedish House Mafia	67	65hRZOQkVjmBdusz1N7aOv	Save The World	2011-05-13	Indie Poptimism	65hRZOQkVjmBdusz1N7aOv	0.507_0.665	0	-7.598	1	0.0474	0.0144	0	0.0759	0.4	126.879	213338	indie poptimism	NA	NA	NA	NA
3xEqegrcyQtfhWeEMnDyCG	Hollywood	RAC	49	3xEqegrcyQtfhWeEMnDyCG	Strangers	2014-01-01	Indie Poptimism	3xEqegrcyQtfhWeEMnDyCG	0.945_0.546	8	-6.109	1	0.0519	0.119	0.000519	0.121	0.962	120.004	197467	indie poptimism	NA	NA	NA	NA
